doi,title,year,container,authors,URL,source
10.1016/j.apenergy.2023.120984,Multi-layer energy management of smart integrated-energy microgrid systems considering generation and demand-side flexibility,2023,Applied Energy,Hamid Karimi; Shahram Jadid,https://doi.org/10.1016/j.apenergy.2023.120984,crossref
10.1016/j.apenergy.2023.122059,"Two-step deep learning framework with error compensation technique for short-term, half-hourly electricity price forecasting",2024,Applied Energy,Sujan Ghimire; Ravinesh C. Deo; David Casillas-Pérez; Sancho Salcedo-Sanz,https://doi.org/10.1016/j.apenergy.2023.122059,crossref
10.1016/j.apenergy.2023.122456,Energy management in citizen energy communities: A flexibility-constrained robust optimization approach considering prosumers comfort,2024,Applied Energy,Homayoun Ghasemnejad; Masoud Rashidinejad; Amir Abdollahi; Sobhan Dorahaki,https://doi.org/10.1016/j.apenergy.2023.122456,crossref
10.1016/j.apenergy.2024.122850,Dynamic adaptive event detection strategy based on power change-point weighting model,2024,Applied Energy,Gang Wang; Zhao Li; Zhao Luo; Tao Zhang; Mingliang Lin; Jiahao Li; Xin Shen,https://doi.org/10.1016/j.apenergy.2024.122850,crossref
10.1016/j.apenergy.2024.124900,Food-energy-water nexus considerations in optimal greenhouse farming systems design and operation,2025,Applied Energy,Marcello Di Martino; Sarah Namany; Farhat Mahmood; Tareq Al-Ansari; Patrick Linke; Efstratios N. Pistikopoulos,https://doi.org/10.1016/j.apenergy.2024.124900,crossref
10.1016/j.apenergy.2025.125454,A novel two-stage energy sharing model for data center cluster considering integrated demand response of multiple loads,2025,Applied Energy,Yifan Bian; Lirong Xie; Lan Ma; Chuanshi Cui,https://doi.org/10.1016/j.apenergy.2025.125454,crossref
10.1016/j.apenergy.2025.126066,Coordinated Management of Mobile Charging Stations and Community Energy Storage for Electric Vehicle Charging,2025,Applied Energy,Akın Taşcıkaraoğlu; Muhammed Ali Beyazıt; Jan Kleissl; Yuanyuan Shi,https://doi.org/10.1016/j.apenergy.2025.126066,crossref
10.1016/j.applthermaleng.2015.07.078,Analysis on energy efficiency of an integrated heat pipe system in data centers,2015,Applied Thermal Engineering,Zhenying Wang; Xiaotong Zhang; Zhen Li; Ming Luo,https://doi.org/10.1016/j.applthermaleng.2015.07.078,crossref
10.1016/j.applthermaleng.2022.119715,Data center energy conservation study utilizing loop heat pipes as a chip-level cooling technique and its industrial application,2023,Applied Thermal Engineering,Zhi Hu Xue; Bang Cheng Ai; Wei Qu,https://doi.org/10.1016/j.applthermaleng.2022.119715,crossref
10.1016/j.applthermaleng.2023.121524,Relationship between phase distribution and heat-transfer coefficient of loop heat pipe evaporator investigated by lateral observation of porous media,2024,Applied Thermal Engineering,Masahito Nishikawara; Shohei Tomita; Hiroshi Yokoyama; Hideki Yanada,https://doi.org/10.1016/j.applthermaleng.2023.121524,crossref
10.1016/j.applthermaleng.2023.121833,A heuristic algorithm with a dynamic generation strategy for optimizing energy systems,2024,Applied Thermal Engineering,Huanhuan Duan; Ling Yang; Yuan Xiao; Xiaohuang Huang; Guomin Cui,https://doi.org/10.1016/j.applthermaleng.2023.121833,crossref
10.1016/j.autcon.2023.104893,Dual-function depth camera array for inline 3D reconstruction of complex pipelines,2023,Automation in Construction,Zhexiong Shang; Zhigang Shen,https://doi.org/10.1016/j.autcon.2023.104893,crossref
10.1016/j.desal.2010.08.035,Techno-economic assessment and environmental impacts of desalination technologies,2011,Desalination,Toufic Mezher; Hassan Fath; Zeina Abbas; Arslan Khaled,https://doi.org/10.1016/j.desal.2010.08.035,crossref
10.1016/j.desal.2016.02.035,Economic analysis of photovoltaic (PV) powered water pumping and desalination without energy storage for agriculture,2016,Desalination,M.A. Jones; I. Odeh; M. Haddad; A.H. Mohammad; J.C. Quinn,https://doi.org/10.1016/j.desal.2016.02.035,crossref
10.1016/j.eap.2022.09.004,Towards green recovery: Can banks achieve financial sustainability through income diversification in ASEAN countries?,2022,Economic Analysis and Policy,Hina Najam; Jawad Abbas; Susana Álvarez-Otero; Eyup Dogan; Muhammad Safdar Sial,https://doi.org/10.1016/j.eap.2022.09.004,crossref
10.1016/j.ecmx.2024.100661,"A comprehensive investigation on energy consumptions, impacts, and challenges of the food industry",2024,Energy Conversion and Management: X,Orlando Corigliano; Angelo Algieri,https://doi.org/10.1016/j.ecmx.2024.100661,crossref
10.1016/j.egyr.2022.01.137,Bilevel model for security-constrained and reliability transmission and distribution substation energy management considering large-scale energy storage and demand side management,2022,Energy Reports,Hossein Jokar; Bahman Bahmani-Firouzi; Mohsen Simab,https://doi.org/10.1016/j.egyr.2022.01.137,crossref
10.1016/j.egyr.2022.10.400,The P2P energy trading using maximized self-consumption priorities strategies for sustainable microgrid community,2022,Energy Reports,Yodthong Mensin; Nipon Ketjoy; Wisut Chamsa-ard; Malinee Kaewpanha; Pornthip Mensin,https://doi.org/10.1016/j.egyr.2022.10.400,crossref
10.1016/j.enbuild.2015.01.028,Experimental and numerical dynamic investigation of an energy efficient liquid cooled chiller-less data center test facility,2015,Energy and Buildings,Tianyi Gao; Milnes David; James Geer; Roger Schmidt; Bahgat Sammakia,https://doi.org/10.1016/j.enbuild.2015.01.028,crossref
10.1016/j.enbuild.2021.111731,A critical review of control schemes for demand-side energy management of building clusters,2022,Energy and Buildings,Kathryn Kaspar; Mohamed Ouf; Ursula Eicker,https://doi.org/10.1016/j.enbuild.2021.111731,crossref
10.1016/j.enbuild.2024.115126,Economic feasibility assessment of optimum grid-connected PV/battery systems to meet electricity demand for industrial buildings in Saudi Arabia,2025,Energy and Buildings,Abdulrhman Klifa Al-Hanoot; Hazlie Mokhlis; Saad Mekhilef; Mohammad Alghoul; Hussain Shareef; Obaid Alshammari; Abdullahi Mohamed Samatar,https://doi.org/10.1016/j.enbuild.2024.115126,crossref
10.1016/j.enconman.2023.117854,Valorization of sugarcane leaves and co-digestion with microalgal biomass to produce biofuels and value-added products under the circular economy and zero-waste concepts,2024,Energy Conversion and Management,Napapat Sitthikitpanya; Sontaya Khamtib; Sureewan Sittijunda; Tsuyoshi Imai; Alissara Reungsang,https://doi.org/10.1016/j.enconman.2023.117854,crossref
10.1016/j.enconman.2023.118023,Investigation into the hydrogen production performance of a novel 5-kW hybrid-system composed of a solar steam generator directly connected with conventional solid oxide electrolysis cells,2024,Energy Conversion and Management,Hongjun Wang; Qiangqiang Zhang; Xin Li; Tianzeng Ma; Khurshida F. Sayfieva,https://doi.org/10.1016/j.enconman.2023.118023,crossref
10.1016/j.enconman.2024.118764,Exceeding equilibrium limitations: Enhanced temperature control for sustainable decentralized green ammonia production − a techno-economic analysis,2024,Energy Conversion and Management,Hossein Asgharian; Valeria Pignataro; Florin Iov; Mads Pagh Nielsen; Vincenzo Liso,https://doi.org/10.1016/j.enconman.2024.118764,crossref
10.1016/j.eneco.2014.08.016,Exploring the impacts of a carbon tax on the Chinese economy using a CGE model with a detailed disaggregation of energy sectors,2014,Energy Economics,Zhengquan Guo; Xingping Zhang; Yuhua Zheng; Rao Rao,https://doi.org/10.1016/j.eneco.2014.08.016,crossref
10.1016/j.eneco.2020.104866,The impact of renewable energy consumption to economic growth: A replication and extension of,2020,Energy Economics,Eyup Dogan; Buket Altinoz; Mara Madaleno; Dilvin Taskin,https://doi.org/10.1016/j.eneco.2020.104866,crossref
10.1016/j.eneco.2023.106589,Modeling final energy demand and the impacts of energy price reform in Saudi Arabia,2023,Energy Economics,Anwar A. Gasim; Paolo Agnolucci; Paul Ekins; Vincenzo De Lipsis,https://doi.org/10.1016/j.eneco.2023.106589,crossref
10.1016/j.eneco.2024.107400,Impacts of electricity price reform on Saudi regional fuel consumption and CO2 emissions,2024,Energy Economics,Abdulelah Darandary; Jeyhun I. Mikayilov; Salaheddine Soummane,https://doi.org/10.1016/j.eneco.2024.107400,crossref
10.1016/j.energy.2012.04.037,Aquasar: A hot water cooled data center with direct energy reuse,2012,Energy,Severin Zimmermann; Ingmar Meijer; Manish K. Tiwari; Stephan Paredes; Bruno Michel; Dimos Poulikakos,https://doi.org/10.1016/j.energy.2012.04.037,crossref
10.1016/j.energy.2014.08.085,Heat pipe based thermal management systems for energy-efficient data centres,2014,Energy,Hussam Jouhara; Richard Meskimmon,https://doi.org/10.1016/j.energy.2014.08.085,crossref
10.1016/j.energy.2015.12.137,Mapping the energy performance of hellenic residential buildings from EPC (energy performance certificate) data,2016,Energy,Kalliopi G. Droutsa; Simon Kontoyiannidis; Elena G. Dascalaki; Constantinos A. Balaras,https://doi.org/10.1016/j.energy.2015.12.137,crossref
10.1016/j.energy.2016.07.126,Impact of renewable and non-renewable energy consumption on economic growth: New evidence from the MENA Net Oil Exporting Countries (NOECs),2016,Energy,Montassar Kahia; Mohamed Safouane Ben Aïssa; Lanouar Charfeddine,https://doi.org/10.1016/j.energy.2016.07.126,crossref
10.1016/j.energy.2020.118022,Economic and efficient multi-objective operation optimization of integrated energy system considering electro-thermal demand response,2020,Energy,Yongli Wang; Yuze Ma; Fuhao Song; Yang Ma; Chengyuan Qi; Feifei Huang; Juntai Xing; Fuwei Zhang,https://doi.org/10.1016/j.energy.2020.118022,crossref
10.1016/j.energy.2020.118228,Impact of battery degradation models on energy management of a grid-connected DC microgrid,2020,Energy,Shuoqi Wang; Dongxu Guo; Xuebing Han; Languang Lu; Kai Sun; Weihan Li; Dirk Uwe Sauer; Minggao Ouyang,https://doi.org/10.1016/j.energy.2020.118228,crossref
10.1016/j.energy.2022.123191,A techno-economic analysis of a solar PV and DC battery storage system for a community energy sharing,2022,Energy,Eid Gul; Giorgio Baldinelli; Pietro Bartocci; Francesco Bianchi; Domenighini Piergiovanni; Franco Cotana; Jinwen Wang,https://doi.org/10.1016/j.energy.2022.123191,crossref
10.1016/j.energy.2022.125739,Low-carbon robust economic dispatch of park-level integrated energy system considering price-based demand response and vehicle-to-grid,2023,Energy,Xiangmei Lyu; Tianqi Liu; Xuan Liu; Chuan He; Lu Nan; Hong Zeng,https://doi.org/10.1016/j.energy.2022.125739,crossref
10.1016/j.energy.2024.132472,Capacity model and optimal scheduling strategy of multi-microgrid based on shared energy storage,2024,Energy,Bin Dai; Honglei Wang; Bin Li; Chengjiang Li; Zhukui Tan,https://doi.org/10.1016/j.energy.2024.132472,crossref
10.1016/j.energy.2025.136896,Multi-time scale scheduling framework for multi-energy system considering demand response: A self-approaching optimal approach,2025,Energy,Li Li; Shuai Fan; Lianxin Dong; Renke Huang; Yu Shen; Guangyu He,https://doi.org/10.1016/j.energy.2025.136896,crossref
10.1016/j.enpol.2011.08.030,Voluntary agreements in the field of energy efficiency and emission reduction: Review and analysis of experiences in the European Union,2011,Energy Policy,Silvia Rezessy; Paolo Bertoldi,https://doi.org/10.1016/j.enpol.2011.08.030,crossref
10.1016/j.enpol.2013.06.024,"Products, practices and processes: exploring the innovation potential for low-carbon housing refurbishment among small and medium-sized enterprises (SMEs) in the UK construction industry",2013,Energy Policy,Gavin Killip,https://doi.org/10.1016/j.enpol.2013.06.024,crossref
10.1016/j.enpol.2013.07.068,"Energy consumption, carbon emissions and economic growth in Saudi Arabia: An aggregate and disaggregate analysis",2013,Energy Policy,Khalid Alkhathlan; Muhammad Javid,https://doi.org/10.1016/j.enpol.2013.07.068,crossref
10.1016/j.enpol.2014.01.047,Impact of energy policy instruments on the estimated level of underlying energy efficiency in the EU residential sector,2014,Energy Policy,Massimo Filippini; Lester C. Hunt; Jelena Zorić,https://doi.org/10.1016/j.enpol.2014.01.047,crossref
10.1016/j.enpol.2017.06.014,Politicizing energy justice and energy system transitions: Fossil fuel divestment and a “just transition”,2017,Energy Policy,Noel Healy; John Barry,https://doi.org/10.1016/j.enpol.2017.06.014,crossref
10.1016/j.enpol.2018.05.048,The impact of socioeconomic and behavioural factors for purchasing energy efficient household appliances: A case study for Denmark,2018,Energy Policy,Mattia Baldini; Alessio Trivella; Jordan William Wente,https://doi.org/10.1016/j.enpol.2018.05.048,crossref
10.1016/j.enpol.2019.111124,DER integration through a monopoly DER aggregator,2020,Energy Policy,Nikos D. Hatziargyriou; Georgia E. Asimakopoulou,https://doi.org/10.1016/j.enpol.2019.111124,crossref
10.1016/j.enpol.2019.111162,A detailed review on current status of energy efficiency improvement in the Swiss industry sector,2020,Energy Policy,M. Jibran S. Zuberi; Marina Santoro; Armin Eberle; Navdeep Bhadbhade; Sabine Sulzer; Beat Wellig; Martin K. Patel,https://doi.org/10.1016/j.enpol.2019.111162,crossref
10.1016/j.enpol.2020.111413,Understanding technology ownership to reveal adoption trends for energy efficiency measures in the Greek residential sector,2020,Energy Policy,Niki-Artemis Spyridaki; Vassilis Stavrakas; Yiannis Dendramis; Alexandros Flamos,https://doi.org/10.1016/j.enpol.2020.111413,crossref
10.1016/j.enpol.2020.111941,Energy price reform in Saudi Arabia: Modeling the economic and environmental impacts and understanding the demand response,2021,Energy Policy,Mohammad Aldubyan; Anwar Gasim,https://doi.org/10.1016/j.enpol.2020.111941,crossref
10.1016/j.enpol.2022.113000,Policy choices and outcomes for offshore wind auctions globally,2022,Energy Policy,Malte Jansen; Philipp Beiter; Iegor Riepin; Felix Müsgens; Victor Juarez Guajardo-Fajardo; Iain Staffell; Bernard Bulder; Lena Kitzing,https://doi.org/10.1016/j.enpol.2022.113000,crossref
10.1016/j.enpol.2022.113090,"Cost, emission, and macroeconomic implications of diesel displacement in the Saudi agricultural sector: Options and policy insights",2022,Energy Policy,Amro M. Elshurafa; Hatem Alatawi; Fakhri J. Hasanov; Goblan J. Algahtani; Frank A. Felder,https://doi.org/10.1016/j.enpol.2022.113090,crossref
10.1016/j.enpol.2022.113382,Going offshore or not: Where to generate hydrogen in future integrated energy systems?,2023,Energy Policy,Juan Gea-Bermúdez; Rasmus Bramstoft; Matti Koivisto; Lena Kitzing; Andrés Ramos,https://doi.org/10.1016/j.enpol.2022.113382,crossref
10.1016/j.epsr.2008.04.001,A new heuristic approach for distribution systems loss reduction,2008,Electric Power Systems Research,Juan Andrés Martín; Antonio José Gil,https://doi.org/10.1016/j.epsr.2008.04.001,crossref
10.1016/j.erss.2014.07.003,"Community benefits, framing and the social acceptance of offshore wind farms: An experimental study in England",2014,Energy Research &amp; Social Science,Benjamin J.A. Walker; Bouke Wiersma; Etienne Bailey,https://doi.org/10.1016/j.erss.2014.07.003,crossref
10.1016/j.erss.2022.102640,Have we been here before? Reviewing evidence of energy technology phase-out to inform home heating transitions,2022,Energy Research &amp; Social Science,Niall Kerr; Mark Winskel,https://doi.org/10.1016/j.erss.2022.102640,crossref
10.1016/j.erss.2022.102802,Challenging perceptions of socio-cultural rejection of a taboo technology: Narratives of imagined transitions to domestic toilet-linked biogas in India,2022,Energy Research &amp; Social Science,Natalie Boyd Williams; Richard S. Quilliam; Ben Campbell; Debadayita Raha; Debendra Chandra Baruah; Michèle L. Clarke; Rahul Sarma; Charmi Haque; Tonaya Borah; Jennifer Dickie,https://doi.org/10.1016/j.erss.2022.102802,crossref
10.1016/j.erss.2023.103050,Energy distributive injustices: Assessing the demographics of communities surrounding renewable and fossil fuel power plants in the United States,2023,Energy Research &amp; Social Science,Zana Cranmer; Laurel Steinfield; Javier Miranda; Taryn Stohler,https://doi.org/10.1016/j.erss.2023.103050,crossref
10.1016/j.erss.2023.103130,Breaking the cycle of corruption in Nigeria's electricity sector: Off-grid solutions for local enterprises,2023,Energy Research &amp; Social Science,Pallavi Roy; Mitchell Watkins; Chijioke Kelechi Iwuamadi; Jibrin Ibrahim,https://doi.org/10.1016/j.erss.2023.103130,crossref
10.1016/j.erss.2023.103214,Six principles to guide large-scale carbon capture and storage development,2023,Energy Research &amp; Social Science,David C. Rode; Jeffrey J. Anderson; Haibo Zhai; Paul S. Fischbeck,https://doi.org/10.1016/j.erss.2023.103214,crossref
10.1016/j.esr.2022.100821,Benefits of cross-border citizen energy communities at distribution system level,2022,Energy Strategy Reviews,Andreas Stroink; Lea Diestelmeier; Johann L. Hurink; Tim Wawer,https://doi.org/10.1016/j.esr.2022.100821,crossref
10.1016/j.esr.2024.101423,"Macroeconomic, energy, and emission effects of solar PV deployment at utility and distributed scales in Saudi Arabia",2024,Energy Strategy Reviews,Amro M. Elshurafa; Fakhri J. Hasanov; Lester C. Hunt,https://doi.org/10.1016/j.esr.2024.101423,crossref
10.1016/j.esr.2025.101731,Measuring the impacts of Saudi Arabia's energy diversification strategy: A review,2025,Energy Strategy Reviews,Khalid Amin Alnemeiri; Guillermo Iglesias Gómez; Fernando DeLlano-Paz,https://doi.org/10.1016/j.esr.2025.101731,crossref
10.1016/j.est.2018.10.025,Economic dispatch of energy storage systems in dc microgrids employing a semidefinite programming model,2019,Journal of Energy Storage,Walter Gil-González; Oscar Danilo Montoya; Erika Holguín; Alejandro Garces; Luis Fernando Grisales-Noreña,https://doi.org/10.1016/j.est.2018.10.025,crossref
10.1016/j.est.2020.102022,The role of energy storage and demand response as energy democracy policies in the energy productivity of hybrid hub system considering social inconvenience cost,2021,Journal of Energy Storage,Sobhan Dorahaki; Amir Abdollahi; Masoud Rashidinejad; Mohammadamin Moghbeli,https://doi.org/10.1016/j.est.2020.102022,crossref
10.1016/j.est.2022.106160,"Multi-objective planning of energy hub on economic aspects and resources with heat and power sources, energizable, electric vehicle and hydrogen storage system due to uncertainties and demand response",2023,Journal of Energy Storage,Guodao Zhang; Yisu Ge; Zi Ye; Mohammed Al-Bahrani,https://doi.org/10.1016/j.est.2022.106160,crossref
10.1016/j.est.2024.112708,Comparison of different optimization techniques applied to optimal operation of energy storage systems in standalone and grid-connected direct current microgrids,2024,Journal of Energy Storage,Jhon Montano; Juan Pablo Guzmán-Rodríguez; Jose Mena Palomeque; Daniel González-Montoya,https://doi.org/10.1016/j.est.2024.112708,crossref
10.1016/j.est.2024.113913,DC microgrid operation with hybrid energy storage considering islanding constraints and demand response coordination: A bi-level Stackelberg game approach,2024,Journal of Energy Storage,Abhishek Singh; Alok Kumar; Chinmaya K.A.; Avirup Maulik,https://doi.org/10.1016/j.est.2024.113913,crossref
10.1016/j.est.2025.116715,An adaptive bi-level optimization model for market integration of community energy storage in local trading and upstream energy and regulation services,2025,Journal of Energy Storage,Sobhan Dorahaki; Nima Amjady; S.M. Muyeen,https://doi.org/10.1016/j.est.2025.116715,crossref
