evidence_id,domain,asset_class,source_id,source_group,source_title,review_id,review_decision,primary_reviewed_flag,synthesis_use,evidence_role,metric_original,metric_family,phase,verified_value,verified_metric_definition,direct_vs_total,projected_vs_realised,geography,currency_price_year,page_or_location,source_url,source_raw_path,text_file,notes,context_quote,comparison_relevance,requires_source_spotcheck,manual_split_needed
ev_0038,data_centre,data_centre,dc_pwc_dcc_2025,industry_io,Economic contributions of data centers in the United States 2023-2024,dc_metric_0043,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,operation,"$1,182",Capital spending / investment contribution (direct or total from IO model) in data center sector economic contribution analysis,direct + indirect/induced (per PwC spillover model),estimated (2022-2023 IO tables),United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),42.0,https://datacentercoalition.org/reports-and-publications,third_party_sources_not_redistributed/PwC_DCC_2025_Economic_Contributions_Data_Centers.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_pwc_dcc_2025.txt,PwC models total contribution with/without cross-state spillover. Verify which column (Operational vs Capital Spending) the value comes from in source tables. High value for understanding multipliers.,"Item 2022 2023 Growth Employment (jobs) Direct contribution 2,100 2,080 -1% Indirect and induced without the spillover effecta 4,930 5,160 5% Operational 3,710 3,680 -1% Capital Spending 1,220 1,480 21% Total contribution without the spillover effecta 7,030 7,240 3% Cross-state spillover 5,900 6,240 6% Total contribution with the spillover effecta 12,930 13,480 4% Labor Income ($millions) Direct contribution $382 $430 13% Indirect and induced without the spillover effecta $569 $603 6% Operational $405 $398 -2% Capital Spending $165 $205 24% Total contribution without the spillover effecta $952 $1,033 9% Cross-state spillover $780 $833 7% Total contribution with the spillover effecta $1,732 $",scale_context_not_job_creation,True,False
ev_0039,data_centre,data_centre,dc_pwc_dcc_2025,industry_io,Economic contributions of data centers in the United States 2023-2024,dc_metric_0044,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,operation,"$13,595",Capital spending / investment contribution (direct or total from IO model) in data center sector economic contribution analysis,direct + indirect/induced (per PwC spillover model),estimated (2022-2023 IO tables),United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),44.0,https://datacentercoalition.org/reports-and-publications,third_party_sources_not_redistributed/PwC_DCC_2025_Economic_Contributions_Data_Centers.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_pwc_dcc_2025.txt,PwC models total contribution with/without cross-state spillover. Verify which column (Operational vs Capital Spending) the value comes from in source tables. High value for understanding multipliers.,"Item 2022 2023 Growth Employment (jobs) Direct contribution 28,120 30,070 7% Indirect and induced without the spillover effecta 135,360 146,720 8% Operational 121,640 129,990 7% Capital Spending 13,720 16,730 22% Total contribution without the spillover effecta 163,480 176,790 8% Cross-state spillover 42,590 44,340 4% Total contribution with the spillover effecta 206,070 221,130 7% Labor Income ($millions) Direct contribution $4,336 $4,810 11% Indirect and induced without the spillover effecta $8,551 $9,292 9% Operational $7,489 $8,005 7% Capital Spending $1,063 $1,287 21% Total contribution without the spillover effecta $12,887 $14,103 9% Cross-state spillover $2,900 $3,073 6% Total contrib",scale_context_not_job_creation,True,False
ev_0040,data_centre,data_centre,dc_pwc_dcc_2025,industry_io,Economic contributions of data centers in the United States 2023-2024,dc_metric_0045,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,operation,"$2,946",Capital spending / investment contribution (direct or total from IO model) in data center sector economic contribution analysis,direct + indirect/induced (per PwC spillover model),estimated (2022-2023 IO tables),United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),42.0,https://datacentercoalition.org/reports-and-publications,third_party_sources_not_redistributed/PwC_DCC_2025_Economic_Contributions_Data_Centers.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_pwc_dcc_2025.txt,PwC models total contribution with/without cross-state spillover. Verify which column (Operational vs Capital Spending) the value comes from in source tables. High value for understanding multipliers.,"Item 2022 2023 Growth Employment (jobs) Direct contribution 2,100 2,080 -1% Indirect and induced without the spillover effecta 4,930 5,160 5% Operational 3,710 3,680 -1% Capital Spending 1,220 1,480 21% Total contribution without the spillover effecta 7,030 7,240 3% Cross-state spillover 5,900 6,240 6% Total contribution with the spillover effecta 12,930 13,480 4% Labor Income ($millions) Direct contribution $382 $430 13% Indirect and induced without the spillover effecta $569 $603 6% Operational $405 $398 -2% Capital Spending $165 $205 24% Total contribution without the spillover effecta $952 $1,033 9% Cross-state spillover $780 $833 7% Total contribution with the spillover effecta $1,732 $",scale_context_not_job_creation,True,False
ev_0041,data_centre,data_centre,dc_pwc_dcc_2025,industry_io,Economic contributions of data centers in the United States 2023-2024,dc_metric_0046,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,operation,$98,Capital spending / investment contribution (direct or total from IO model) in data center sector economic contribution analysis,direct + indirect/induced (per PwC spillover model),estimated (2022-2023 IO tables),United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),42.0,https://datacentercoalition.org/reports-and-publications,third_party_sources_not_redistributed/PwC_DCC_2025_Economic_Contributions_Data_Centers.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_pwc_dcc_2025.txt,PwC models total contribution with/without cross-state spillover. Verify which column (Operational vs Capital Spending) the value comes from in source tables. High value for understanding multipliers.,"Item 2022 2023 Growth Employment (jobs) Direct contribution 2,100 2,080 -1% Indirect and induced without the spillover effecta 4,930 5,160 5% Operational 3,710 3,680 -1% Capital Spending 1,220 1,480 21% Total contribution without the spillover effecta 7,030 7,240 3% Cross-state spillover 5,900 6,240 6% Total contribution with the spillover effecta 12,930 13,480 4% Labor Income ($millions) Direct contribution $382 $430 13% Indirect and induced without the spillover effecta $569 $603 6% Operational $405 $398 -2% Capital Spending $165 $205 24% Total contribution without the spillover effecta $952 $1,033 9% Cross-state spillover $780 $833 7% Total contribution with the spillover effecta $1,732 $",scale_context_not_job_creation,True,False
ev_0042,data_centre,data_centre,dc_pwc_dcc_2025,industry_io,Economic contributions of data centers in the United States 2023-2024,dc_metric_0047,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,operation,$110,Capital spending / investment contribution (direct or total from IO model) in data center sector economic contribution analysis,direct + indirect/induced (per PwC spillover model),estimated (2022-2023 IO tables),United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),42.0,https://datacentercoalition.org/reports-and-publications,third_party_sources_not_redistributed/PwC_DCC_2025_Economic_Contributions_Data_Centers.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_pwc_dcc_2025.txt,PwC models total contribution with/without cross-state spillover. Verify which column (Operational vs Capital Spending) the value comes from in source tables. High value for understanding multipliers.,"Item 2022 2023 Growth Employment (jobs) Direct contribution 2,100 2,080 -1% Indirect and induced without the spillover effecta 4,930 5,160 5% Operational 3,710 3,680 -1% Capital Spending 1,220 1,480 21% Total contribution without the spillover effecta 7,030 7,240 3% Cross-state spillover 5,900 6,240 6% Total contribution with the spillover effecta 12,930 13,480 4% Labor Income ($millions) Direct contribution $382 $430 13% Indirect and induced without the spillover effecta $569 $603 6% Operational $405 $398 -2% Capital Spending $165 $205 24% Total contribution without the spillover effecta $952 $1,033 9% Cross-state spillover $780 $833 7% Total contribution with the spillover effecta $1,732 $",scale_context_not_job_creation,True,False
ev_0047,data_centre,data_centre,dc_yue_zeng_2026,causal_working_paper,The local economic effects of data center entry,dc_metric_0052,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,capex,investment_scale,operation,500–1000 million USD,Typical hyperscale data center construction cost range,,typical,United States (various states; specific projects noted in quote),"USD (recent, ~2026 paper)",5.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6497238,third_party_sources_not_redistributed/Yue_Zeng_2026_Local_Economic_Effects_Data_Center.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_yue_zeng_2026.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,Economic footprint.A typical hyperscale data center costs$500 million to$1 billion to construct and employs 30–100 permanent workers in operations.,scale_context_not_job_creation,True,True
ev_0048,data_centre,data_centre,dc_yue_zeng_2026,causal_working_paper,The local economic effects of data center entry,dc_metric_0053,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,construction_duration_months,construction_duration,construction,18–36,Construction duration for hyperscale facilities (extensive on-site work for trades),,typical (observed),United States (various states; specific projects noted in quote),,6.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6497238,third_party_sources_not_redistributed/Yue_Zeng_2026_Local_Economic_Effects_Data_Center.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_yue_zeng_2026.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"As described above, hyperscale facilities require extensive on-site work over 18–36 months, creating demand for local construction workers, electricians, HVAC technicians, and related trades.",scale_context_not_job_creation,True,True
ev_0049,data_centre,data_centre,dc_jlarc_virginia_2024,government_audit,Data Centers in Virginia,dc_metric_0054,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,construction_duration_months,construction_duration,construction,1500,Peak on-site construction workers for an individual data center building (VA representative),direct (various construction trades),realised / reported (at height of construction),"Virginia, US",,,https://jlarc.virginia.gov/landing-2024-data-centers-in-virginia.asp,third_party_sources_not_redistributed/JLARC_2024_Data_Centers_in_Virginia.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_jlarc_virginia_2024.txt,Construction duration 12-18 months typical. Good policy/audit source for peak workforce claims.,"Construction of an individual data center building usually takes about 12 to 18 months, and data center representatives indicated that, at the height of construction, approximately 1,500 workers are on site from various construction-related industries.",scale_context_not_job_creation,True,False
ev_0050,data_centre,data_centre,dc_mayer_2023,academic_labour,When do we go from here? Data center infrastructure labor jobs and work in economic development time and temporality,dc_metric_0055,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,US$5 million,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),11.0,https://journals.sagepub.com/doi/10.1177/14614448231166874,third_party_sources_not_redistributed/Mayer_2023_Data_Center_Infrastructure_Labor_Jobs.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mayer_2023.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"Of that, US$5 million funded Internet fiber in the region to improve the “investment climate” for entrepreneurs and trust among homeowners trying to rebuild.",scale_context_not_job_creation,True,False
ev_0051,data_centre,data_centre,dc_mayer_2023,academic_labour,When do we go from here? Data center infrastructure labor jobs and work in economic development time and temporality,dc_metric_0056,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,construction_duration_months,construction_duration,construction,18,construction duration months (from source archival or industry report),,observed / typical (project or policy context),United States (various states; specific projects noted in quote),,9.0,https://journals.sagepub.com/doi/10.1177/14614448231166874,third_party_sources_not_redistributed/Mayer_2023_Data_Center_Infrastructure_Labor_Jobs.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mayer_2023.txt,Academic labour study; 18 months construction in Groningen example (international workers). Temporal aspects of DC infrastructure jobs.,"By the time new union negotiations could even begin, however, Polish, Hungarian, and Romanian construction workers had long since moved on from the trailer camps they had occupied in rural Groningen hamlets for 18 months in 2014.",scale_context_not_job_creation,True,False
ev_0055,data_centre,data_centre,dc_gargano_giacoletti_2025,incentives_working_paper,Subsidizing the Cloud: U.S. State Incentives to Data Centers,dc_metric_0060,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,construction_duration_years,policy_incentive_duration,lifecycle_or_economy,20,"Tax-incentive duration example (Tesla Gigafactory), not data-centre construction duration",,observed / typical (project or policy context),United States (various states; specific projects noted in quote),,2.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5881105,third_party_sources_not_redistributed/Gargano_Giacoletti_2025_Subsidizing_Cloud.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_gargano_giacoletti_2025.txt,"CORRECTED 2026-06-29: Tesla Gigafactory tax-incentive example, not DC build duration. Incentives paper; 20yr tax breaks example for Tesla Gigafactory (not pure DC but relevant for large facility incentives).",Nevada provided $ 1.3 billion in tax breaks and incentives over 20 years for the construction of Tesla Gigafactory.,scale_context_not_job_creation,True,False
ev_0056,data_centre,data_centre,dc_mayer_2023,academic_labour,When do we go from here? Data center infrastructure labor jobs and work in economic development time and temporality,dc_metric_0061,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,operation,US$80 m,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),11.0,https://journals.sagepub.com/doi/10.1177/14614448231166874,third_party_sources_not_redistributed/Mayer_2023_Data_Center_Infrastructure_Labor_Jobs.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mayer_2023.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"“We had to bring some economic perspective to the problem because, what if, after billions in housing investments, no one wants to live here anymore?” The Nederlandse Aardolie Maatschappij (NAM) set aside nearly US$80 mil- lion to seed entrepreneurs who might find opportunity in the ongoing tragedy.",scale_context_not_job_creation,True,False
ev_0057,data_centre,data_centre,dc_nsw_skills_submission_2026,australia_skills,Submission to NSW inquiry into data centres,dc_metric_0062,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,capacity_mw,capacity_scale,operation,232,Data centre capacity operational / under construction / planned in Sydney/NSW,N/A (capacity),current (2026 snapshot),Australia - NSW / Sydney,,6.0,https://www.parliament.nsw.gov.au/lcdocs/submissions/95080/0118%20Future%20Skills%20Organisation%20and%20Powering%20Skills%20Organisation.pdf,third_party_sources_not_redistributed/NSW_2026_FSO_PSO_Data_Centres_Submission.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_nsw_skills_submission_2026.txt,Under construction; skills demand for trades (electrical apprenticeships 4yr duration noted).,"• Sydney currently has 733 MW of operational capacity, with 232 MW under construction and an additional 874 MW planned.",scale_context_not_job_creation,True,False
ev_0058,data_centre,data_centre,dc_nsw_skills_submission_2026,australia_skills,Submission to NSW inquiry into data centres,dc_metric_0063,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,capacity_mw,capacity_scale,operation,874,"Planned data-centre capacity in Sydney/NSW (MW), not investment",N/A (capacity),current (2026 snapshot),Australia - NSW / Sydney,,6.0,https://www.parliament.nsw.gov.au/lcdocs/submissions/95080/0118%20Future%20Skills%20Organisation%20and%20Powering%20Skills%20Organisation.pdf,third_party_sources_not_redistributed/NSW_2026_FSO_PSO_Data_Centres_Submission.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_nsw_skills_submission_2026.txt,"CORRECTED 2026-06-29: 874 MW planned capacity, not investment scale. Planned additional; total pipeline significant vs current operational.","• Sydney currently has 733 MW of operational capacity, with 232 MW under construction and an additional 874 MW planned.",scale_context_not_job_creation,True,False
