doi,title,year,container,authors,URL,source
10.1016/j.enpol.2008.02.029,Cost development of future technologies for power generation—A study based on experience curves and complementary bottom-up assessments,2008,Energy Policy,Lena Neij,https://doi.org/10.1016/j.enpol.2008.02.029,crossref
10.1016/j.enpol.2008.09.032,What are the barriers and incentives for community-owned means of energy production and use?,2008,Energy Policy,Gordon Walker,https://doi.org/10.1016/j.enpol.2008.09.032,crossref
10.1016/j.enpol.2008.09.049,A scalable infrastructure model for carbon capture and storage: SimCCS,2009,Energy Policy,Richard S. Middleton; Jeffrey M. Bielicki,https://doi.org/10.1016/j.enpol.2008.09.049,crossref
10.1016/j.enpol.2008.09.094,The impact of government incentives for hybrid-electric vehicles: Evidence from US states,2009,Energy Policy,David Diamond,https://doi.org/10.1016/j.enpol.2008.09.094,crossref
10.1016/j.enpol.2008.11.002,"How much do incentives affect car purchase? Agent-based microsimulation of consumer choice of new cars—Part I: Model structure, simulation of bounded rationality, and model validation",2009,Energy Policy,Michel G. Mueller; Peter de Haan,https://doi.org/10.1016/j.enpol.2008.11.002,crossref
10.1016/j.enpol.2009.08.049,Threshold effect of the economic growth rate on the renewable energy development from a change in energy price: Evidence from OECD countries,2009,Energy Policy,Ting-Huan Chang; Chien-Ming Huang; Ming-Chih Lee,https://doi.org/10.1016/j.enpol.2009.08.049,crossref
10.1016/j.enpol.2009.10.044,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,2010,Energy Policy,Max Wei; Shana Patadia; Daniel M. Kammen,https://doi.org/10.1016/j.enpol.2009.10.044,crossref
10.1016/j.enpol.2012.04.076,Green jobs? Economic impacts of renewable energy in Germany,2012,Energy Policy,Ulrike Lehr; Christian Lutz; Dietmar Edler,https://doi.org/10.1016/j.enpol.2012.04.076,crossref
10.1016/j.enpol.2013.05.019,From demonstration to deployment: An economic analysis of support policies for carbon capture and storage,2013,Energy Policy,Max Krahé; Wolf Heidug; John Ward; Robin Smale,https://doi.org/10.1016/j.enpol.2013.05.019,crossref
10.1016/j.enpol.2013.06.030,A thousand flowers blooming? An examination of community energy in the UK,2013,Energy Policy,Gill Seyfang; Jung Jin Park; Adrian Smith,https://doi.org/10.1016/j.enpol.2013.06.030,crossref
10.1016/j.enpol.2013.12.015,Long-term climate policy implications of phasing out fossil fuel subsidies,2014,Energy Policy,Valeria Jana Schwanitz; Franziska Piontek; Christoph Bertram; Gunnar Luderer,https://doi.org/10.1016/j.enpol.2013.12.015,crossref
10.1016/j.enpol.2014.01.043,The influence of financial incentives and other socio-economic factors on electric vehicle adoption,2014,Energy Policy,William Sierzchula; Sjoerd Bakker; Kees Maat; Bert van Wee,https://doi.org/10.1016/j.enpol.2014.01.043,crossref
10.1016/j.enpol.2014.09.003,Incentives for early adoption of carbon capture technology,2014,Energy Policy,Stephen Comello; Stefan Reichelstein,https://doi.org/10.1016/j.enpol.2014.09.003,crossref
10.1016/j.enpol.2015.01.026,Public policy influence on renewable energy investments—A panel data study across OECD countries,2015,Energy Policy,Friedemann Polzin; Michael Migendt; Florian A. Täube; Paschen von Flotow,https://doi.org/10.1016/j.enpol.2015.01.026,crossref
10.1016/j.enpol.2015.12.006,Incentives for early adoption of carbon capture technology: Further considerations from a European perspective,2016,Energy Policy,Albert Banal-Estañol; Jeremy Eckhause; Olivier Massol,https://doi.org/10.1016/j.enpol.2015.12.006,crossref
10.1016/j.enpol.2017.02.054,The effect of fiscal incentives on market penetration of electric vehicles: A pairwise comparison of total cost of ownership,2017,Energy Policy,Petra Zsuzsa Lévay; Yannis Drossinos; Christian Thiel,https://doi.org/10.1016/j.enpol.2017.02.054,crossref
10.1016/j.enpol.2018.01.036,The contribution of innovation policy criteria to the development of local renewable energy systems,2018,Energy Policy,Alejandro Germán Frank; Wolfgang Gerstlberger; Carolline Amaral Paslauski; Laura Visintainer Lerman; Néstor Fabián Ayala,https://doi.org/10.1016/j.enpol.2018.01.036,crossref
10.1016/j.enpol.2018.04.065,Effectiveness of electric vehicle incentives in the United States,2018,Energy Policy,Alan Jenn; Katalin Springel; Anand R. Gopal,https://doi.org/10.1016/j.enpol.2018.04.065,crossref
10.1016/j.enpol.2018.06.009,Energizing development finance? The benefits and risks of China's development finance in the global energy sector,2018,Energy Policy,Kevin P. Gallagher; Rohini Kamal; Junda Jin; Yanning Chen; Xinyue Ma,https://doi.org/10.1016/j.enpol.2018.06.009,crossref
10.1016/j.enpol.2019.111056,China's global power: Estimating Chinese foreign direct investment in the electric power sector,2020,Energy Policy,Zhongshu Li; Kevin P. Gallagher; Denise L. Mauzerall,https://doi.org/10.1016/j.enpol.2019.111056,crossref
10.1016/j.enpol.2019.111124,DER integration through a monopoly DER aggregator,2020,Energy Policy,Nikos D. Hatziargyriou; Georgia E. Asimakopoulou,https://doi.org/10.1016/j.enpol.2019.111124,crossref
10.1016/j.enpol.2019.111180,Assessment of solar energy technologies in Africa-opportunities and challenges in meeting the 2030 agenda and sustainable development goals,2020,Energy Policy,Ademola A. Adenle,https://doi.org/10.1016/j.enpol.2019.111180,crossref
10.1016/j.enpol.2020.111933,An analysis of Turkey's solar PV auction scheme: What can Turkey learn from Brazil and South Africa?,2021,Energy Policy,Selahattin Murat Sirin; Irem Sevindik,https://doi.org/10.1016/j.enpol.2020.111933,crossref
10.1016/j.enpol.2020.112031,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,2021,Energy Policy,Federico Dell’Anna,https://doi.org/10.1016/j.enpol.2020.112031,crossref
10.1016/j.enpol.2021.112456,Renewable energy in EU-China relations: Policy interdependence and its geopolitical implications,2021,Energy Policy,Thomas Sattich; Duncan Freeman; Daniel Scholten; Shaohua Yan,https://doi.org/10.1016/j.enpol.2021.112456,crossref
10.1016/j.enpol.2022.113144,The role of electric vehicles in decarbonising Australia’s road transport sector: modelling ambitious scenarios,2022,Energy Policy,Gail Broadbent; Cameron Allen; Thomas Wiedmann; Graciela Metternicht,https://doi.org/10.1016/j.enpol.2022.113144,crossref
10.1016/j.enpol.2022.113265,Unlocking CO2 infrastructure deployment: The impact of carbon removal accounting,2022,Energy Policy,Emma Jagu Schippers; Olivier Massol,https://doi.org/10.1016/j.enpol.2022.113265,crossref
10.1016/j.enpol.2022.113398,The greenhouse gas rebound effect from increased energy efficiency across China's staple crops,2023,Energy Policy,Wei Zhen; Quande Qin; Lu Miao,https://doi.org/10.1016/j.enpol.2022.113398,crossref
10.1016/j.erss.2015.12.006,Citizens’ willingness to participate in local renewable energy projects: The role of community and trust in Germany,2016,Energy Research &amp; Social Science,Bernhard J. Kalkbrenner; Jutta Roosen,https://doi.org/10.1016/j.erss.2015.12.006,crossref
10.1016/j.erss.2015.12.016,What drives the development of community energy in Europe? The case of wind power cooperatives,2016,Energy Research &amp; Social Science,Thomas Bauwens; Boris Gotchev; Lars Holstenkamp,https://doi.org/10.1016/j.erss.2015.12.016,crossref
10.1016/j.erss.2021.102004,Advocating a just transition in Appalachia: Civil society and industrial change in a carbon-intensive region,2021,Energy Research &amp; Social Science,David J. Hess; Rachel G. McKane; Kaelee Belletto,https://doi.org/10.1016/j.erss.2021.102004,crossref
10.1016/j.erss.2021.102147,"The states that opted out: Politics, power, and exceptionalism in the quest for electricity deregulation in the United States South",2021,Energy Research &amp; Social Science,Conor Harrison; Shelley Welton,https://doi.org/10.1016/j.erss.2021.102147,crossref
10.1016/j.erss.2022.102643,Together we're smart! Flemish and Dutch energy communities' replication strategies in smart grid experiments,2022,Energy Research &amp; Social Science,Luc F.M. van Summeren; Sylvia Breukers; Anna J. Wieczorek,https://doi.org/10.1016/j.erss.2022.102643,crossref
10.1016/j.erss.2023.103133,Reprint of: The privilege of learning and serendipity: My principles of publishing research for a new academic era,2023,Energy Research &amp; Social Science,Benjamin K. Sovacool,https://doi.org/10.1016/j.erss.2023.103133,crossref
10.1016/j.esd.2019.07.003,"Sustainable microgrids: Economic, environmental and social costs and benefits of microgrid deployment",2019,Energy for Sustainable Development,Yael Parag; Malcolm Ainspan,https://doi.org/10.1016/j.esd.2019.07.003,crossref
10.1016/j.geits.2025.100280,The road to net zero in a renewable energy-dominated electricity system: Impact of EV charging and social cost of emission on the optimal economic dispatch,2025,Green Energy and Intelligent Transportation,Malolan Sundararaman; Balasubramanian Sambasivam,https://doi.org/10.1016/j.geits.2025.100280,crossref
10.1016/j.geoforum.2015.08.014,"Ecological concepts: Seeing, placing, imposing",2015,Geoforum,Stephen Bocking,https://doi.org/10.1016/j.geoforum.2015.08.014,crossref
10.1016/j.gloenvcha.2011.01.011,Policy incentives for carbon capture and storage technologies in Europe: A qualitative multi-criteria analysis,2011,Global Environmental Change,Christoph von Stechow; Jim Watson; Barbara Praetorius,https://doi.org/10.1016/j.gloenvcha.2011.01.011,crossref
10.1016/j.gloenvcha.2013.02.007,Desperately seeking niches: Grassroots innovations and niche development in the community currency field,2013,Global Environmental Change,Gill Seyfang; Noel Longhurst,https://doi.org/10.1016/j.gloenvcha.2013.02.007,crossref
10.1016/j.gloenvcha.2013.02.008,Grassroots innovations in community energy: The role of intermediaries in niche development,2013,Global Environmental Change,Tom Hargreaves; Sabine Hielscher; Gill Seyfang; Adrian Smith,https://doi.org/10.1016/j.gloenvcha.2013.02.008,crossref
10.1016/j.gloenvcha.2016.05.009,"The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2017,Global Environmental Change,Keywan Riahi; Detlef P. van Vuuren; Elmar Kriegler; Jae Edmonds; Brian C. O’Neill; Shinichiro Fujimori; Nico Bauer; Katherine Calvin; Rob Dellink; Oliver Fricko; Wolfgang Lutz; Alexander Popp; Jesus Crespo Cuaresma; Samir KC; Marian Leimbach; Leiwen Jiang; Tom Kram; Shilpa Rao; Johannes Emmerling; Kristie Ebi; Tomoko Hasegawa; Petr Havlik; Florian Humpenöder; Lara Aleluia Da Silva; Steve Smith; Elke Stehfest; Valentina Bosetti; Jiyong Eom; David Gernaat; Toshihiko Masui; Joeri Rogelj; Jessica Strefler; Laurent Drouet; Volker Krey; Gunnar Luderer; Mathijs Harmsen; Kiyoshi Takahashi; Lavinia Baumstark; Jonathan C. Doelman; Mikiko Kainuma; Zbigniew Klimont; Giacomo Marangoni; Hermann Lotze-Campen; Michael Obersteiner; Andrzej Tabeau; Massimo Tavoni,https://doi.org/10.1016/j.gloenvcha.2016.05.009,crossref
10.1016/j.gloenvcha.2016.05.015,Fossil-fueled development (SSP5): An energy and resource intensive scenario for the 21st century,2017,Global Environmental Change,Elmar Kriegler; Nico Bauer; Alexander Popp; Florian Humpenöder; Marian Leimbach; Jessica Strefler; Lavinia Baumstark; Benjamin Leon Bodirsky; Jérôme Hilaire; David Klein; Ioanna Mouratiadou; Isabelle Weindl; Christoph Bertram; Jan-Philipp Dietrich; Gunnar Luderer; Michaja Pehl; Robert Pietzcker; Franziska Piontek; Hermann Lotze-Campen; Anne Biewald; Markus Bonsch; Anastasis Giannousakis; Ulrich Kreidenweis; Christoph Müller; Susanne Rolinski; Anselm Schultes; Jana Schwanitz; Miodrag Stevanovic; Katherine Calvin; Johannes Emmerling; Shinichiro Fujimori; Ottmar Edenhofer,https://doi.org/10.1016/j.gloenvcha.2016.05.015,crossref
10.1016/j.ijft.2021.100123,On the contribution of solar energy to sustainable developments goals: Case study on Mohammed bin Rashid Al Maktoum Solar Park,2021,International Journal of Thermofluids,Khaled Obaideen; Maryam Nooman AlMallahi; Abdul Hai Alami; Mohamad Ramadan; Mohammad Ali Abdelkareem; Nabila Shehata; A.G. Olabi,https://doi.org/10.1016/j.ijft.2021.100123,crossref
10.1016/j.ijproman.2008.07.003,Cost escalation and schedule delays in road construction projects in Zambia,2009,International Journal of Project Management,Chabota Kaliba; Mundia Muya; Kanyuka Mumba,https://doi.org/10.1016/j.ijproman.2008.07.003,crossref
10.1016/j.ijproman.2015.08.008,Risk management on joint product development with power asymmetry between supplier and manufacturer,2015,International Journal of Project Management,Yanlu Zhao; Hui Cao,https://doi.org/10.1016/j.ijproman.2015.08.008,crossref
10.1016/j.ijproman.2016.09.004,The three dimensions of a governance framework for major public projects,2016,International Journal of Project Management,Maude Brunet; Monique Aubry,https://doi.org/10.1016/j.ijproman.2016.09.004,crossref
10.1016/j.ijproman.2016.10.004,Discovering complexity and emergent properties in project systems: A new approach to understanding project performance,2017,International Journal of Project Management,Jin Zhu; Ali Mostafavi,https://doi.org/10.1016/j.ijproman.2016.10.004,crossref
10.1016/j.ijproman.2016.10.010,Knowledge transfers and project-based learning in large scale infrastructure development projects: an exploratory and comparative ex-post analysis,2017,International Journal of Project Management,Geoffrey Aerts; Michaël Dooms; Elvira Haezendonck,https://doi.org/10.1016/j.ijproman.2016.10.010,crossref
10.1016/j.ijproman.2017.07.007,"Project governance, benefit management, and project success: Towards a framework for supporting organizational strategy implementation",2017,International Journal of Project Management,Ata ul Musawir; Carlos Eduardo Martins Serra; Ofer Zwikael; Imran Ali,https://doi.org/10.1016/j.ijproman.2017.07.007,crossref
10.1016/j.ijproman.2017.08.011,The influence of local community stakeholders in megaprojects: Rethinking their inclusiveness to improve project performance,2017,International Journal of Project Management,Francesco Di Maddaloni; Kate Davis,https://doi.org/10.1016/j.ijproman.2017.08.011,crossref
10.1016/j.jacceco.2021.101430,On earnings and cash flows as predictors of future cash flows,2022,Journal of Accounting and Economics,Ray Ball; Valeri V. Nikolaev,https://doi.org/10.1016/j.jacceco.2021.101430,crossref
10.1016/j.jclepro.2019.03.086,Techno-economic assessment of CO2 direct air capture plants,2019,Journal of Cleaner Production,Mahdi Fasihi; Olga Efimova; Christian Breyer,https://doi.org/10.1016/j.jclepro.2019.03.086,crossref
10.1016/j.jclepro.2019.119141,Environmental impacts and economic benefits of different wastewater management schemes for molasses-based ethanol production: A case study of Thailand,2020,Journal of Cleaner Production,Rutjaya Prateep Na Talang; Sanya Sirivithayapakorn,https://doi.org/10.1016/j.jclepro.2019.119141,crossref
10.1016/j.jclepro.2020.120249,Key performance indicators (KPIs): Assessing the process integration of a shell-and-tube latent heat storage unit,2020,Journal of Cleaner Production,M. Osman; M.H. Abokersh; O. El-Baz; O. Sharaf; N. Mahmoud; M. El-Morsi,https://doi.org/10.1016/j.jclepro.2020.120249,crossref
10.1016/j.jdeveco.2015.04.003,Fiscal incentives and policy choices of local governments: Evidence from China,2015,Journal of Development Economics,Li Han; James Kai-Sing Kung,https://doi.org/10.1016/j.jdeveco.2015.04.003,crossref
10.1016/j.joule.2022.07.001,High-performance organic photovoltaic modules using eco-friendly solvents for various indoor application scenarios,2022,Joule,Qiang Wu; Yue Yu; Xinxin Xia; Yuhan Gao; Tao Wang; Rui Sun; Jing Guo; Shanshan Wang; Guohua Xie; Xinhui Lu; Erjun Zhou; Jie Min,https://doi.org/10.1016/j.joule.2022.07.001,crossref
10.1016/j.joule.2023.09.004,The growing energy footprint of artificial intelligence,2023,Joule,Alex de Vries,https://doi.org/10.1016/j.joule.2023.09.004,crossref
10.1016/j.joule.2023.10.013,Angle-selective thermal emitter for directional radiative cooling and heating,2023,Joule,Jiawei Zhou; Tony G. Chen; Yoichiro Tsurimaki; Amar Hajj-Ahmad; Lingling Fan; Yucan Peng; Rong Xu; Yecun Wu; Sid Assawaworrarit; Shanhui Fan; Mark R. Cutkosky; Yi Cui,https://doi.org/10.1016/j.joule.2023.10.013,crossref
10.1016/j.jpubeco.2004.06.009,Political turnover and economic performance: the incentive role of personnel control in China,2005,Journal of Public Economics,Hongbin Li; Li-An Zhou,https://doi.org/10.1016/j.jpubeco.2004.06.009,crossref
10.1016/j.jpubeco.2010.11.027,"Government programs can improve local labor markets: Evidence from State Enterprise Zones, Federal Empowerment Zones and Federal Enterprise Community",2011,Journal of Public Economics,John C. Ham; Charles Swenson; Ayşe İmrohoroğlu; Heonjae Song,https://doi.org/10.1016/j.jpubeco.2010.11.027,crossref
10.1016/j.jtrangeo.2009.06.017,Concentration and decentralization: The new geography of freight distribution in US metropolitan areas,2010,Journal of Transport Geography,Julie Cidell,https://doi.org/10.1016/j.jtrangeo.2009.06.017,crossref
10.1016/j.jtrangeo.2014.04.005,Route choice and residential environment: introducing liveability requirements in navigation systems in Flanders,2014,Journal of Transport Geography,Koen De Baets; Sven Vlassenroot; Kobe Boussauw; Dirk Lauwers; Georges Allaert; Philippe De Maeyer,https://doi.org/10.1016/j.jtrangeo.2014.04.005,crossref
10.1016/j.jtrangeo.2014.04.012,Book review,2014,Journal of Transport Geography,Nicholas J. Klein,https://doi.org/10.1016/j.jtrangeo.2014.04.012,crossref
10.1016/j.jtrangeo.2018.04.024,A conceptual overview on government initiatives and the transformation of transport and regional systems,2018,Journal of Transport Geography,Adolf K.Y. Ng; Changmin Jiang; Xiaoyu Li; Kevin O'Connor; Paul Tae-Woo Lee,https://doi.org/10.1016/j.jtrangeo.2018.04.024,crossref
10.1016/j.jtrangeo.2019.01.004,Exploring the spatial variation of ridesourcing demand and its relationship to built environment and socioeconomic factors with the geographically weighted Poisson regression,2019,Journal of Transport Geography,Haitao Yu; Zhong-Ren Peng,https://doi.org/10.1016/j.jtrangeo.2019.01.004,crossref
10.1016/j.jue.2008.05.005,Local amenities and life-cycle migration: Do people move for jobs or fun?,2008,Journal of Urban Economics,Yong Chen; Stuart S. Rosenthal,https://doi.org/10.1016/j.jue.2008.05.005,crossref
10.1016/j.jue.2021.103345,The price and allocation effects of targeted mandates: Evidence from lead hazards,2021,Journal of Urban Economics,Ludovica Gazze,https://doi.org/10.1016/j.jue.2021.103345,crossref
10.1016/j.polgeo.2021.102407,Earth politics: Territory and the subterranean – Introduction to the special issue,2021,Political Geography,Andrea Marston; Matthew Himley,https://doi.org/10.1016/j.polgeo.2021.102407,crossref
10.1016/j.regsciurbeco.2006.08.002,Do local tax incentives affect economic growth? What mean impacts miss in the analysis of enterprise zone policies,2007,Regional Science and Urban Economics,Daniele Bondonio; Robert T. Greenbaum,https://doi.org/10.1016/j.regsciurbeco.2006.08.002,crossref
10.1016/j.regsciurbeco.2009.07.002,"Local employment, poverty, and property value effects of geographically-targeted tax incentives: An instrumental variables approach",2009,Regional Science and Urban Economics,Andrew Hanson,https://doi.org/10.1016/j.regsciurbeco.2009.07.002,crossref
10.1016/j.regsciurbeco.2019.02.004,Do commuting subsidies increase commuting distances? Evidence from a Regression Kink Design,2019,Regional Science and Urban Economics,Jörg Paetzold,https://doi.org/10.1016/j.regsciurbeco.2019.02.004,crossref
10.1016/j.renene.2013.08.017,The economics of clean energy resource development and grid interconnection in Africa,2014,Renewable Energy,Aly Sanoh; Ayse Selin Kocaman; Selcuk Kocal; Shaky Sherpa; Vijay Modi,https://doi.org/10.1016/j.renene.2013.08.017,crossref
10.1016/j.renene.2016.03.065,Optimisation of PV-wind-diesel-battery stand-alone systems to minimise cost and maximise human development index and job creation,2016,Renewable Energy,Rodolfo Dufo-López; Iván R. Cristóbal-Monreal; José M. Yusta,https://doi.org/10.1016/j.renene.2016.03.065,crossref
10.1016/j.renene.2017.11.058,Socio-techno-economic design of hybrid renewable energy system using optimization techniques,2018,Renewable Energy,Yashwant Sawle; S.C. Gupta; Aashish Kumar Bohre,https://doi.org/10.1016/j.renene.2017.11.058,crossref
10.1016/j.renene.2019.06.054,"The impacts of economic growth, trade openness and technological progress on renewable energy use in organization for economic co-operation and development countries",2020,Renewable Energy,Md. Mahmudul Alam; Md. Wahid Murad,https://doi.org/10.1016/j.renene.2019.06.054,crossref
