record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0016_metric_001,cmp_src_0016,unclear_or_methods_only,Abiad et al. (2016) *The macroeconomic effects of public investment...* [DOI: 10.1016/j.jmacro.2016.07.005],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: General Infra | Claim/benchmark to verify: 1% GDP increase in infra spend increases employment by 0.2%. | Quality note: High. IMF-backed empirical proof of infrastructure's employment elasticity.",,,,,unverified_candidate_source,not_started
cmp_src_0017_metric_001,cmp_src_0017,unclear_or_methods_only,Feyrer & Sacerdote (2011) *Did the Stimulus Stimulate?* [DOI: 10.3386/w16759],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Public Works | Claim/benchmark to verify: 1 job created per US$100,000 in public capital spend (Direct + Indirect). | Quality note: High. Foundational baseline for modern infrastructure stimulus.",,,,,unverified_candidate_source,not_started
cmp_src_0052_metric_001,cmp_src_0052,public_infrastructure_or_methods; data_centre_benchmark,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",,,2021.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,,unverified_candidate_source,not_started
cmp_src_0056_metric_001,cmp_src_0056,energy_or_utility,Table 5 - 1 in Preliminary Environmental and Social Impact Assessment 100 MW Solar PV Plant by Navoi in Uzbekistan,,,2020.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,https://zenodo.org/doi/10.5281/zenodo.17729853,,unverified_candidate_source,not_started
cmp_src_0055_metric_001,cmp_src_0055,energy_or_utility,TEAMx_DECIPHER_MonteBaldo Doppler Wind Lidar (CNR-ISAC),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,10.5281/zenodo.20346901,,unverified_candidate_source,not_started
cmp_src_0054_metric_001,cmp_src_0054,public_infrastructure_or_methods,"Supplementary material 1 from: Masne M, Takele S, Gebo B (2026) Human–carnivore conflict in the human-dominated Sirso landscape, southern Ethiopia. BioRisk 24: 147-167. https://doi.org/10.3897/biorisk.24.185920",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.3897/biorisk.24.185920.suppl1,,unverified_candidate_source,not_started
cmp_src_0053_metric_001,cmp_src_0053,public_infrastructure_or_methods,Socioeconomic impact of 2005–2008 drought in Andalusian agriculture,,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.scitotenv.2022.154148,,unverified_candidate_source,not_started
cmp_src_0049_metric_001,cmp_src_0049,energy_or_utility,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://zenodo.org/doi/10.5281/zenodo.20721172,,unverified_candidate_source,not_started
cmp_src_0051_metric_001,cmp_src_0051,high_rise_or_office,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://www.icpsr.umich.edu/web/NACJD/studies/39247/versions/V1,,unverified_candidate_source,not_started
cmp_src_0050_metric_001,cmp_src_0050,high_rise_or_office,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://www.icpsr.umich.edu/web/NACJD/studies/39247,,unverified_candidate_source,not_started
cmp_src_0048_metric_001,cmp_src_0048,energy_or_utility,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,,,2010,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2009.10.044,,unverified_candidate_source,not_started
cmp_src_0047_metric_001,cmp_src_0047,hospital_or_social_infrastructure; public_infrastructure_or_methods,"PROGNOSTIC SIGNIFICANCE OF CLINICAL, LABORATORY, AND ECHOCARDIOGRAPHIC MARKERS OF ADVERSE OUTCOMES IN PERIPARTUM CARDIOMYOPATHY",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.20923526,,unverified_candidate_source,not_started
cmp_src_0058_metric_001,cmp_src_0058,public_infrastructure_or_methods,The Economic Impacts of Droughts: A Framework for Analysis,,,2017,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.ecolecon.2016.11.005,,unverified_candidate_source,not_started
cmp_src_0057_metric_001,cmp_src_0057,public_infrastructure_or_methods,The Economic Impact of Educational Institutions: Issues and Methodology,,,2002,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1177/0891242402016001009,,unverified_candidate_source,not_started
cmp_src_0067_metric_001,cmp_src_0067,energy_or_utility,"The impact of DOE building technology energy efficiency programs on U.S. employment, income, and investment",,,2008,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.eneco.2007.09.001,,unverified_candidate_source,not_started
cmp_src_0059_metric_001,cmp_src_0059,unclear_or_methods_only,The Macroeconomic Consequences of Infrastructure Investment,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.3386/w27625,,unverified_candidate_source,not_started
cmp_src_0060_metric_001,cmp_src_0060,public_infrastructure_or_methods,The economic impact of Canadian university R&amp;D,,,1998,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/s0048-7333(98)00083-3,,unverified_candidate_source,not_started
cmp_src_0061_metric_001,cmp_src_0061,public_infrastructure_or_methods,The economic impact of broadband on growth: A simultaneous approach,,,2009,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.telpol.2009.07.004,,unverified_candidate_source,not_started
cmp_src_0062_metric_001,cmp_src_0062,public_infrastructure_or_methods,The economic impact of colleges and universities,,,2007,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.econedurev.2006.07.010,,unverified_candidate_source,not_started
cmp_src_0063_metric_001,cmp_src_0063,public_infrastructure_or_methods,The economic impact of higher education institutions in Ireland: evidence from disaggregated input–output tables,,,2015,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/03075079.2015.1111324,,unverified_candidate_source,not_started
cmp_src_0064_metric_001,cmp_src_0064,public_infrastructure_or_methods,The economic impacts of drought on the economy of Iran: An integration of linear programming and macroeconometric modelling approaches,,,2009,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.ecolecon.2008.12.003,,unverified_candidate_source,not_started
cmp_src_0065_metric_001,cmp_src_0065,public_infrastructure_or_methods,The economic impacts of marine energy developments: A case study from Scotland,,,2014,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.marpol.2013.05.003,,unverified_candidate_source,not_started
cmp_src_0066_metric_001,cmp_src_0066,energy_or_utility,"The effects of non-renewable energy, renewable energy, economic growth, and foreign direct investment on the sustainability of African countries",,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.renene.2021.10.066,,unverified_candidate_source,not_started
cmp_src_0044_metric_001,cmp_src_0044,public_infrastructure_or_methods,NUOnet (Nutrient Use and Outcome Network) database,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://www.datalumos.org/datalumos/project/250288/view,,unverified_candidate_source,not_started
cmp_src_0068_metric_001,cmp_src_0068,energy_or_utility; public_infrastructure_or_methods,The local socio-economic impacts of large hydropower plant development in a developing country,,,2017,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.eneco.2017.08.025,,unverified_candidate_source,not_started
cmp_src_0069_metric_001,cmp_src_0069,public_infrastructure_or_methods,The socioeconomic impact of climate change in developing countries over the next decades: A literature survey,,,2024,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.heliyon.2024.e35134,,unverified_candidate_source,not_started
cmp_src_0070_metric_001,cmp_src_0070,public_infrastructure_or_methods,Underlying data to 'Mind the Gap: From Policy to Practice at CNR. An Analysis of Career Advancement Criteria in Light of the Agreement on Reforming Research Assessment',,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21127901,,unverified_candidate_source,not_started
cmp_src_0046_metric_001,cmp_src_0046,public_infrastructure_or_methods,"National Travel Survey, 1995-2001: Special Licence Access",,,2022.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://datacatalogue.ukdataservice.ac.uk/studies/study/7804,,unverified_candidate_source,not_started
cmp_src_0045_metric_001,cmp_src_0045,public_infrastructure_or_methods,NUOnet (Nutrient Use and Outcome Network) database,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://www.datalumos.org/datalumos/project/250288/version/V1/view,,unverified_candidate_source,not_started
cmp_src_0022_metric_001,cmp_src_0022,high_rise_or_office,Briefing: Modular integrated construction for high-rise buildings,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1680/jmuen.18.00028,,unverified_candidate_source,not_started
cmp_src_0030_metric_001,cmp_src_0030,energy_or_utility,Evaluating the role of renewable energy investment resources and green finance on the economic performance: Evidence from OECD economies,,,2023,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.resourpol.2022.103149,,unverified_candidate_source,not_started
cmp_src_0018_metric_001,cmp_src_0018,public_infrastructure_or_methods,A Note on Measuring the Economic Impact of Institutions of Higher Education,,,1997,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1023/a:1024937821040,,unverified_candidate_source,not_started
cmp_src_0019_metric_001,cmp_src_0019,public_infrastructure_or_methods,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.21005482,,unverified_candidate_source,not_started
cmp_src_0020_metric_001,cmp_src_0020,public_infrastructure_or_methods,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.21005483,,unverified_candidate_source,not_started
cmp_src_0021_metric_001,cmp_src_0021,energy_or_utility; public_infrastructure_or_methods,Assessing the regional economic impacts of renewable energy sources – A literature review,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.rser.2018.05.008,,unverified_candidate_source,not_started
cmp_src_0043_metric_001,cmp_src_0043,energy_or_utility; public_infrastructure_or_methods,Multi-criteria decision-making and uncertainty analyses of off-grid hybrid renewable energy systems for an island community [dataset],,,2025.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://researchdata.durham.ac.uk/files/r1sq87bt72t,,unverified_candidate_source,not_started
cmp_src_0023_metric_001,cmp_src_0023,unclear_or_methods_only,"Comparative Socio-Economic, Public Policy, and Political Data,1900-1960",,,1984.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,https://www.icpsr.umich.edu/web/ICPSR/studies/34,,unverified_candidate_source,not_started
cmp_src_0024_metric_001,cmp_src_0024,public_infrastructure_or_methods,"Dataset related to article ""Male Infertility: Is Prevention the Missing Piece?""",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21128348,,unverified_candidate_source,not_started
cmp_src_0025_metric_001,cmp_src_0025,unclear_or_methods_only,Did the Stimulus Stimulate? Real Time Estimates of the Effects of the American Recovery and Reinvestment Act,,,2011,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.3386/w16759,,unverified_candidate_source,not_started
cmp_src_0026_metric_001,cmp_src_0026,public_infrastructure_or_methods,Economic Impact Studies of Regional Public Colleges and Universities,,,1995,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1111/j.1468-2257.1995.tb00170.x,,unverified_candidate_source,not_started
cmp_src_0028_metric_001,cmp_src_0028,energy_or_utility; public_infrastructure_or_methods,Economic impact of solar thermal electricity deployment in Spain,,,2009,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2008.12.022,,unverified_candidate_source,not_started
cmp_src_0029_metric_001,cmp_src_0029,energy_or_utility; public_infrastructure_or_methods,Economic impacts from the promotion of renewable energy technologies: The German experience,,,2010,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2010.03.029,,unverified_candidate_source,not_started
cmp_src_0027_metric_001,cmp_src_0027,public_infrastructure_or_methods,Economic impact of entrepreneurial universities’ activities: An exploratory study of the United Kingdom,,,2015,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.respol.2014.10.008,,unverified_candidate_source,not_started
cmp_src_0031_metric_001,cmp_src_0031,public_infrastructure_or_methods,FAIRyMAGs Galaxy Community Conference (GCC2026) Poster and Talk,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21128145,,unverified_candidate_source,not_started
cmp_src_0037_metric_001,cmp_src_0037,public_infrastructure_or_methods,Highway Investment and Regional Economic Development: Decision Methods and Empirical Foundations,,,1993,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/00420989320080391,,unverified_candidate_source,not_started
