triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0011,10.32609/j.ruje.12.158069.suppl1,"Supplementary material from: Tumanyants KA, Kuleshov FB, Penikas HI, Zuev VE (2026) Assessment of the impact of financial literacy on inflation expectations based on pseudo‑panel data for Russia. Russian Journal of Economics 12(2): 230-250. https://doi.org/10.32609/j.ruje.12.158069",2026.0,Zenodo,"Tumanyants, Karen A.; Kuleshov, Fyodor B.; Penikas, Henry I.; Zuev, Vasily E.",10.32609/j.ruje.12.158069.suppl1,10.32609/j.ruje.12.158069.suppl1,datasets,economic impact assessment | ,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0012,10.5688/aj720101,The Economic Impact of a College of Pharmacy,2008,American Journal of Pharmaceutical Education,Dick Gourley; Shelley White-Means; Jeff Wallace,10.5688/aj720101,https://doi.org/10.5688/aj720101,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0013,10.1111/j.1468-2427.2006.00672.x,The Return on Investment of the Guggenheim Museum Bilbao,2006,International Journal of Urban and Regional Research,BEATRIZ PLAZA,10.1111/j.1468-2427.2006.00672.x,https://doi.org/10.1111/j.1468-2427.2006.00672.x,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0014,10.1016/j.jmacro.2016.07.005,The macroeconomic effects of public investment: Evidence from advanced economies,2016,Journal of Macroeconomics,Abdul Abiad (ADB); Davide Furceri (IMF and University of Palermo); Petia Topalova (IMF),10.1016/j.jmacro.2016.07.005,https://doi.org/10.1016/j.jmacro.2016.07.005,verified_sources,,verified,14,citation audit verified; has DOI; employment/capex/normalisation keywords found; authoritative or scholarly source hint,unclear_or_methods_only,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0015,10.11648/j.ijeee.20200505.11,Theoretical Analysis on Economic Impacts of Universities on Regional Economies,2020,"International Journal of Economy, Energy and Environment",Habtamu Kefelegn,10.11648/j.ijeee.20200505.11,https://doi.org/10.11648/j.ijeee.20200505.11,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0016,abiad_et_al_2016_the_macroeconomic_effects_of_public_investment_doi_10_1016_j_jmacro_2016_07_005,Abiad et al. (2016) *The macroeconomic effects of public investment...* [DOI: 10.1016/j.jmacro.2016.07.005],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: General Infra | Claim/benchmark to verify: 1% GDP increase in infra spend increases employment by 0.2%. | Quality note: High. IMF-backed empirical proof of infrastructure's employment elasticity.,,12,appears in final synthesis evidence table; employment/capex/normalisation keywords found,unclear_or_methods_only,capex,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0017,feyrer_sacerdote_2011_did_the_stimulus_stimulate_doi_10_3386_w16759,Feyrer & Sacerdote (2011) *Did the Stimulus Stimulate?* [DOI: 10.3386/w16759],,final synthesis evidence table,,,,final_synthesis_master_table,"Asset: Public Works | Claim/benchmark to verify: 1 job created per US$100,000 in public capital spend (Direct + Indirect). | Quality note: High. Foundational baseline for modern infrastructure stimulus.",,12,appears in final synthesis evidence table; employment/capex/normalisation keywords found,unclear_or_methods_only,capex,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0018,10.1023/a:1024937821040,A Note on Measuring the Economic Impact of Institutions of Higher Education,1997,Research in Higher Education,Kenneth H. Brown; Michael T. Heaney,10.1023/a:1024937821040,https://doi.org/10.1023/a:1024937821040,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0019,10.5281/zenodo.21005482,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,2026.0,Zenodo,"Brewer, Mark Anthony",10.5281/zenodo.21005482,https://zenodo.org/doi/10.5281/zenodo.21005482,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0020,10.5281/zenodo.21005483,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,2026.0,Zenodo,"Brewer, Mark Anthony",10.5281/zenodo.21005483,https://zenodo.org/doi/10.5281/zenodo.21005483,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0021,10.1016/j.rser.2018.05.008,Assessing the regional economic impacts of renewable energy sources – A literature review,2018,Renewable and Sustainable Energy Reviews,Simon Jenniches,10.1016/j.rser.2018.05.008,https://doi.org/10.1016/j.rser.2018.05.008,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0022,10.1680/jmuen.18.00028,Briefing: Modular integrated construction for high-rise buildings,2020,Proceedings of the Institution of Civil Engineers - Municipal Engineer,Wei Pan; Chi Keung Hon,10.1680/jmuen.18.00028,https://doi.org/10.1680/jmuen.18.00028,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0023,10.3886/icpsr00034,"Comparative Socio-Economic, Public Policy, and Political Data,1900-1960",1984.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Hofferbert, Richard I.",10.3886/icpsr00034,https://www.icpsr.umich.edu/web/ICPSR/studies/34,datasets,jobs per million investment | ,verified,11,citation audit verified; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0024,10.5281/zenodo.21128348,"Dataset related to article ""Male Infertility: Is Prevention the Missing Piece?""",2026.0,Zenodo,"RUGGERI, MELISSA",10.5281/zenodo.21128348,10.5281/zenodo.21128348,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0025,10.3386/w16759,Did the Stimulus Stimulate? Real Time Estimates of the Effects of the American Recovery and Reinvestment Act,2011,,James Feyrer; Bruce Sacerdote,10.3386/w16759,https://doi.org/10.3386/w16759,verified_sources,,verified,11,citation audit verified; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0026,10.1111/j.1468-2257.1995.tb00170.x,Economic Impact Studies of Regional Public Colleges and Universities,1995,Growth and Change,ROGER BECK; DONALD ELLIOTT; JOHN MEISEL; MICHAEL WAGNER,10.1111/j.1468-2257.1995.tb00170.x,https://doi.org/10.1111/j.1468-2257.1995.tb00170.x,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0027,10.1016/j.respol.2014.10.008,Economic impact of entrepreneurial universities’ activities: An exploratory study of the United Kingdom,2015,Research Policy,Maribel Guerrero; James A. Cunningham; David Urbano,10.1016/j.respol.2014.10.008,https://doi.org/10.1016/j.respol.2014.10.008,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0028,10.1016/j.enpol.2008.12.022,Economic impact of solar thermal electricity deployment in Spain,2009,Energy Policy,N. Caldés; M. Varela; M. Santamaría; R. Sáez,10.1016/j.enpol.2008.12.022,https://doi.org/10.1016/j.enpol.2008.12.022,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0029,10.1016/j.enpol.2010.03.029,Economic impacts from the promotion of renewable energy technologies: The German experience,2010,Energy Policy,Manuel Frondel; Nolan Ritter; Christoph M. Schmidt; Colin Vance,10.1016/j.enpol.2010.03.029,https://doi.org/10.1016/j.enpol.2010.03.029,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0030,10.1016/j.resourpol.2022.103149,Evaluating the role of renewable energy investment resources and green finance on the economic performance: Evidence from OECD economies,2023,Resources Policy,Hong Wu,10.1016/j.resourpol.2022.103149,https://doi.org/10.1016/j.resourpol.2022.103149,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0031,10.5281/zenodo.21128145,FAIRyMAGs Galaxy Community Conference (GCC2026) Poster and Talk,2026.0,Zenodo,"Zierep, Paul; Batut, Bérénice; Hojat Ansari, Mina; Bühler, Patrick; Faack, Santino; Defazio, Giuseppe",10.5281/zenodo.21128145,10.5281/zenodo.21128145,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0032,10.5281/zenodo.21129554,Future health and economic impacts of extreme heat on older adults: a subnational analysis for Europe,2026.0,Zenodo,"Lorono Leturiondo, Ane; Sainz de Murieta, Elisa; Markandya, Anil",10.5281/zenodo.21129554,10.5281/zenodo.21129554,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0033,10.5281/zenodo.17556692,GLAM – The Global Impact Assessment Method – BETA,2026.0,Zenodo,"Kaplan, Eléonore; Boivent, Solène; Dorber, Martin; Jolliet, Olivier",10.5281/zenodo.17556692,https://zenodo.org/doi/10.5281/zenodo.17556692,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0034,10.1016/j.apenergy.2015.10.049,Green growth: The economic impacts of large-scale renewable energy development in China,2016,Applied Energy,Hancheng Dai; Xuxuan Xie; Yang Xie; Jian Liu; Toshihiko Masui,10.1016/j.apenergy.2015.10.049,https://doi.org/10.1016/j.apenergy.2015.10.049,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0035,10.1016/j.enpol.2020.112031,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,2021,Energy Policy,Federico Dell’Anna,10.1016/j.enpol.2020.112031,https://doi.org/10.1016/j.enpol.2020.112031,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0036,10.1016/j.enpol.2012.04.076,Green jobs? Economic impacts of renewable energy in Germany,2012,Energy Policy,Ulrike Lehr; Christian Lutz; Dietmar Edler,10.1016/j.enpol.2012.04.076,https://doi.org/10.1016/j.enpol.2012.04.076,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0037,10.1080/00420989320080391,Highway Investment and Regional Economic Development: Decision Methods and Empirical Foundations,1993,Urban Studies,Terance J. Rephann,10.1080/00420989320080391,https://doi.org/10.1080/00420989320080391,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0038,10.15196/rs05201,How to Measure the Local Economic Impact of Universities? Methodological Overview,2015,Regional Statistics,Balázs Kotosz; Miklós Lukovics; Gabriella Molnár; Bence Zuti,10.15196/rs05201,https://doi.org/10.15196/rs05201,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0039,10.1080/00343404.2018.1530751,Labour opportunities provided by Spanish high-speed rail (HSR) commuting services in a period of financial crisis: an approach based on regional wage disparities and housing rental prices,2018,Regional Studies,Begoña Guirao; Natalia Casado-Sanz; Juan Luis Campa,10.1080/00343404.2018.1530751,https://doi.org/10.1080/00343404.2018.1530751,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0040,10.1257/aer.100.2.373,Local Multipliers,2010,American Economic Review,Enrico Moretti,10.1257/aer.100.2.373,https://doi.org/10.1257/aer.100.2.373,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,method_or_multiplier,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0041,10.1007/bf00976857,Measuring the economic impact of institutions of higher education,1988,Research in Higher Education,Donald S. Elliott; Stanford L. Levin; John B. Meisel,10.1007/bf00976857,https://doi.org/10.1007/bf00976857,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0042,10.1007/s10734-012-9562-z,Measuring the local economic impact of universities: an approach that considers uncertainty,2012,Higher Education,José Manuel Pastor; Francisco Pérez; Juan Fernández de Guevara,10.1007/s10734-012-9562-z,https://doi.org/10.1007/s10734-012-9562-z,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0043,10.15128/r1sq87bt72t,Multi-criteria decision-making and uncertainty analyses of off-grid hybrid renewable energy systems for an island community [dataset],2025.0,Durham University,"Roy, Dibyendu; Taghavifar, Hadi; Vijayalakshmi, Shivaprasad K; Wang, Yaodong; Das, Barun K.; Roskilly, Anthony P",10.15128/r1sq87bt72t,https://researchdata.durham.ac.uk/files/r1sq87bt72t,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0044,10.3886/e250288,NUOnet (Nutrient Use and Outcome Network) database,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Department of Agriculture; National Agricultural Library,10.3886/e250288,https://www.datalumos.org/datalumos/project/250288/view,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0045,10.3886/e250288v1,NUOnet (Nutrient Use and Outcome Network) database,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Department of Agriculture; National Agricultural Library,10.3886/e250288v1,https://www.datalumos.org/datalumos/project/250288/version/V1/view,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0046,10.5255/ukda-sn-7804-1,"National Travel Survey, 1995-2001: Special Licence Access",2022.0,UK Data Service,Department for Transport,10.5255/ukda-sn-7804-1,https://datacatalogue.ukdataservice.ac.uk/studies/study/7804,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0047,10.5281/zenodo.20923526,"PROGNOSTIC SIGNIFICANCE OF CLINICAL, LABORATORY, AND ECHOCARDIOGRAPHIC MARKERS OF ADVERSE OUTCOMES IN PERIPARTUM CARDIOMYOPATHY",2026.0,Zenodo,Камилова Н.М.  Мирзоева Х.М.,10.5281/zenodo.20923526,10.5281/zenodo.20923526,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,hospital_or_social_infrastructure; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0048,10.1016/j.enpol.2009.10.044,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,2010,Energy Policy,Max Wei; Shana Patadia; Daniel M. Kammen,10.1016/j.enpol.2009.10.044,https://doi.org/10.1016/j.enpol.2009.10.044,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0049,10.5281/zenodo.20721172,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",2026.0,Zenodo,"Kramarz, Francis; Nevoux, Sandra; Vieira, Nathan",10.5281/zenodo.20721172,https://zenodo.org/doi/10.5281/zenodo.20721172,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0050,10.3886/icpsr39247,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Jensen, Michael; LaFree, Gary",10.3886/icpsr39247,https://www.icpsr.umich.edu/web/NACJD/studies/39247,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0051,10.3886/icpsr39247.v1,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Jensen, Michael; LaFree, Gary",10.3886/icpsr39247.v1,https://www.icpsr.umich.edu/web/NACJD/studies/39247/versions/V1,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0052,10.5285/522309f8-59b1-4982-85df-cb3171c2a062,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",2021.0,NERC Environmental Information Data Centre,"Horan, R.; Keller, V.D.J.; Wable, P.S.; Baron, H.E.; Houghton-Carr, H.A.; Rees, H.G.",10.5285/522309f8-59b1-4982-85df-cb3171c2a062,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods; data_centre_benchmark,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0053,10.1016/j.scitotenv.2022.154148,Socioeconomic impact of 2005–2008 drought in Andalusian agriculture,2022,Science of The Total Environment,Jaime Espinosa-Tasón; Julio Berbel; Carlos Gutiérrez-Martín; Dario Antonino Musolino,10.1016/j.scitotenv.2022.154148,https://doi.org/10.1016/j.scitotenv.2022.154148,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0054,10.3897/biorisk.24.185920.suppl1,"Supplementary material 1 from: Masne M, Takele S, Gebo B (2026) Human–carnivore conflict in the human-dominated Sirso landscape, southern Ethiopia. BioRisk 24: 147-167. https://doi.org/10.3897/biorisk.24.185920",2026.0,Zenodo,"Masne, Matewos; Takele, Serekebirhan; Gebo, Berhanu",10.3897/biorisk.24.185920.suppl1,10.3897/biorisk.24.185920.suppl1,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0055,10.5281/zenodo.20346901,TEAMx_DECIPHER_MonteBaldo Doppler Wind Lidar (CNR-ISAC),2026.0,Zenodo,"Pasqualini, Ferdinando; Bracci, Alessandro; Di Liberto, Luca",10.5281/zenodo.20346901,10.5281/zenodo.20346901,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
