doi,title,year,container,authors,URL,source
10.1016/j.enpol.2022.113007,Whether China's overseas energy infrastructure projects dirtier or cleaner after the belt and road initiative?,2022,Energy Policy,Banban Wang; Ping Lin,https://doi.org/10.1016/j.enpol.2022.113007,crossref
10.1016/j.geoforum.2022.02.007,Sanctioning Disciplined Grabs (SDGs): From SDGs as Green Anti-Politics Machine to Radical Alternatives?,2022,Geoforum,Peter Bille Larsen; Tobias Haller; Ashish Kothari,https://doi.org/10.1016/j.geoforum.2022.02.007,crossref
10.1016/j.gloenvcha.2016.05.005,"Sources of anthropogenic fire ignitions on the peat-swamp landscape in Kalimantan, Indonesia",2016,Global Environmental Change,Megan E. Cattau; Mark E. Harrison; Iwan Shinyo; Sady Tungau; María Uriarte; Ruth DeFries,https://doi.org/10.1016/j.gloenvcha.2016.05.005,crossref
10.1016/j.habitatint.2010.06.003,Role of construction in economic development: Review of key concepts in the past 40 years,2011,Habitat International,Dang T.H. Giang; Low Sui Pheng,https://doi.org/10.1016/j.habitatint.2010.06.003,crossref
10.1016/j.habitatint.2018.04.001,Trans-regional compensation mechanism under imbalanced land development: From the local government economic welfare perspective,2018,Habitat International,Rui-fen Cao; An-lu Zhang; Lan-jiao Wen,https://doi.org/10.1016/j.habitatint.2018.04.001,crossref
10.1016/j.healthpol.2018.08.015,An ethical appraisal of living-anonymous kidney donation using Adam Smith’s Theory of Moral Sentiments,2018,Health Policy,Vishal Khetpal; Elias Mossialos,https://doi.org/10.1016/j.healthpol.2018.08.015,crossref
10.1016/j.healthpol.2021.08.005,Public satisfaction with health care system in 30 countries: The effects of individual characteristics and social contexts,2021,Health Policy,Yaqi Yuan,https://doi.org/10.1016/j.healthpol.2021.08.005,crossref
10.1016/j.healthpol.2022.07.005,Demographics of COVID-19 hospitalisations and related fatality risk patterns,2022,Health Policy,Daniela Ghio; Simona Bignami-Van Assche; Nikolaos I. Stilianakis,https://doi.org/10.1016/j.healthpol.2022.07.005,crossref
10.1016/j.heliyon.2024.e35134,The socioeconomic impact of climate change in developing countries over the next decades: A literature survey,2024,Heliyon,Philip Kofi Adom,https://doi.org/10.1016/j.heliyon.2024.e35134,crossref
10.1016/j.ijproman.2008.07.003,Cost escalation and schedule delays in road construction projects in Zambia,2009,International Journal of Project Management,Chabota Kaliba; Mundia Muya; Kanyuka Mumba,https://doi.org/10.1016/j.ijproman.2008.07.003,crossref
10.1016/j.ijproman.2013.05.007,Construction industry productivity and the potential for collaborative practice,2014,International Journal of Project Management,Richard Fulford; Craig Standing,https://doi.org/10.1016/j.ijproman.2013.05.007,crossref
10.1016/j.ijproman.2017.02.002,A new model for effective post-disaster housing reconstruction: Lessons from Gujarat and Bihar in India,2017,International Journal of Project Management,Mittul Vahanvati; Martin Mulligan,https://doi.org/10.1016/j.ijproman.2017.02.002,crossref
10.1016/j.intfin.2024.101977,Impacts of carbon market and climate policy uncertainties on financial and economic stability: Evidence from connectedness network analysis,2024,"Journal of International Financial Markets, Institutions and Money",Chao Liang; John W. Goodell; Xiafei Li,https://doi.org/10.1016/j.intfin.2024.101977,crossref
10.1016/j.jbankfin.2022.106510,Geographic proximity and corporate investment efficiency: Evidence from high-speed rail construction in China,2022,Journal of Banking &amp; Finance,Yizhong Wu; Chien-Chiang Lee; Chi-Chuan Lee; Diyun Peng,https://doi.org/10.1016/j.jbankfin.2022.106510,crossref
10.1016/j.jclepro.2014.05.031,"Integrated CO2, cost, and schedule management system for building construction projects using the earned value management theory",2015,Journal of Cleaner Production,Jimin Kim; Choongwan Koo; Chan-Joong Kim; Taehoon Hong; Hyo Seon Park,https://doi.org/10.1016/j.jclepro.2014.05.031,crossref
10.1016/j.jclepro.2016.10.041,Influence of variations in CO 2 emission data upon environmental impact of building construction,2017,Journal of Cleaner Production,Byung Kwan Oh; Se Woon Choi; Hyo Seon Park,https://doi.org/10.1016/j.jclepro.2016.10.041,crossref
10.1016/j.jclepro.2018.02.008,Identifying the impacts of human capital on carbon emissions in Pakistan,2018,Journal of Cleaner Production,Sadia Bano; Yuhuan Zhao; Ashfaq Ahmad; Song Wang; Ya Liu,https://doi.org/10.1016/j.jclepro.2018.02.008,crossref
10.1016/j.jclepro.2018.06.158,Investigating the energy transition to a coal free residential sector in Kazakhstan using a regionally disaggregated energy systems model,2018,Journal of Cleaner Production,Aiymgul Kerimray; Bakytzhan Suleimenov; Rocco De Miglio; Luis Rojas-Solórzano; Mehdi Amouei Torkmahalleh; Brian P. Ó Gallachóir,https://doi.org/10.1016/j.jclepro.2018.06.158,crossref
10.1016/j.jclepro.2019.03.003,"Comprehensive investigation of embodied carbon emissions, costs, design parameters, and serviceability in optimum green construction of two-way slabs in buildings",2019,Journal of Cleaner Production,Byung Kwan Oh; Branko Glisic; Seol Ho Lee; Tongjun Cho; Hyo Seon Park,https://doi.org/10.1016/j.jclepro.2019.03.003,crossref
10.1016/j.jclepro.2019.04.130,An integrated two-layer network model for designing a resilient green-closed loop supply chain of perishable products under disruption,2019,Journal of Cleaner Production,Mohammad Yavari; Hamed Zaker,https://doi.org/10.1016/j.jclepro.2019.04.130,crossref
10.1016/j.jclepro.2020.123456,An improved single particle model for lithium-ion batteries based on main stress factor compensation,2021,Journal of Cleaner Production,Jiaqiang Tian; Yujie Wang; Zonghai Chen,https://doi.org/10.1016/j.jclepro.2020.123456,crossref
10.1016/j.jclepro.2021.126968,Advanced predicting technique for optimal operation of wastewater treatment process: A ProActive scheduling approach,2021,Journal of Cleaner Production,Alam Nawaz; Amarpreet Singh Arora; Dahee Yun; Choa Mun Yun; Moonyong Lee,https://doi.org/10.1016/j.jclepro.2021.126968,crossref
10.1016/j.jclepro.2021.127482,Tailored design of food waste hydrochar for efficient adsorption and catalytic degradation of refractory organic contaminant,2021,Journal of Cleaner Production,Yuyan Liu; Yuqing Sun; Zhonghao Wan; Fanqi Jing; Zhixiong Li; Jiawei Chen; Daniel C.W. Tsang,https://doi.org/10.1016/j.jclepro.2021.127482,crossref
10.1016/j.jclepro.2022.133183,Nonlinear impacts of renewable energy consumption on economic growth and environmental pollution across China,2022,Journal of Cleaner Production,Chenggang Li; Tao Lin; Yuzhu Chen; Ying Yan; Zhenci Xu,https://doi.org/10.1016/j.jclepro.2022.133183,crossref
10.1016/j.jebo.2014.07.007,Occupational sorting of school graduates: The role of economic preferences,2014,Journal of Economic Behavior &amp; Organization,Didier Fouarge; Ben Kriechel; Thomas Dohmen,https://doi.org/10.1016/j.jebo.2014.07.007,crossref
10.1016/j.jeca.2015.05.001,The impact of FDI on economic growth in Eurozone countries,2015,The Journal of Economic Asymmetries,Panagiotis Pegkas,https://doi.org/10.1016/j.jeca.2015.05.001,crossref
10.1016/j.jeem.2017.11.001,Temperature effects on productivity and factor reallocation: Evidence from a half million chinese manufacturing plants,2018,Journal of Environmental Economics and Management,Peng Zhang; Olivier Deschenes; Kyle Meng; Junjie Zhang,https://doi.org/10.1016/j.jeem.2017.11.001,crossref
10.1016/j.jmacro.2016.07.005,The macroeconomic effects of public investment: Evidence from advanced economies,2016,Journal of Macroeconomics,Abdul Abiad (ADB); Davide Furceri (IMF and University of Palermo); Petia Topalova (IMF),https://doi.org/10.1016/j.jmacro.2016.07.005,crossref
10.1016/j.jmacro.2018.07.001,The Cost of Foreign Exchange Intervention: Concepts and Measurement,2021,Journal of Macroeconomics,Gustavo Adler; Rui C. Mano,https://doi.org/10.1016/j.jmacro.2018.07.001,crossref
10.1016/j.joule.2018.03.003,Changing with the Times,2018,Joule,Brandon R. Sutherland,https://doi.org/10.1016/j.joule.2018.03.003,crossref
10.1016/j.jpubeco.2014.08.002,"The effect of school construction on test scores, school enrollment, and home prices",2014,Journal of Public Economics,Christopher A. Neilson; Seth D. Zimmerman,https://doi.org/10.1016/j.jpubeco.2014.08.002,crossref
10.1016/j.jpubeco.2018.09.001,Balanced budget rules and fiscal outcomes: Evidence from historical constitutions,2018,Journal of Public Economics,Zareh Asatryan; César Castellón; Thomas Stratmann,https://doi.org/10.1016/j.jpubeco.2018.09.001,crossref
10.1016/j.jtrangeo.2003.12.004,The transport geography of logistics and freight distribution,2004,Journal of Transport Geography,Markus Hesse; Jean-Paul Rodrigue,https://doi.org/10.1016/j.jtrangeo.2003.12.004,crossref
10.1016/j.jtrangeo.2018.11.005,Shortest path distance vs. least directional change: Empirical testing of space syntax and geographic theories concerning pedestrian route choice behaviour,2019,Journal of Transport Geography,Farjana Shatu; Tan Yigitcanlar; Jonathan Bunker,https://doi.org/10.1016/j.jtrangeo.2018.11.005,crossref
10.1016/j.jtrangeo.2018.11.009,Freedom from the station: Spatial equity in access to dockless bike share,2019,Journal of Transport Geography,Stephen J. Mooney; Kate Hosford; Bill Howe; An Yan; Meghan Winters; Alon Bassok; Jana A. Hirsch,https://doi.org/10.1016/j.jtrangeo.2018.11.009,crossref
10.1016/j.jue.2014.01.002,Airports and urban sectoral employment,2014,Journal of Urban Economics,Nicholas Sheard,https://doi.org/10.1016/j.jue.2014.01.002,crossref
10.1016/j.jue.2018.07.002,"Does federal contracting spur development? Federal contracts, income, output, and jobs in US cities",2018,Journal of Urban Economics,Michiel Gerritse; Andrés Rodríguez-Pose,https://doi.org/10.1016/j.jue.2018.07.002,crossref
10.1016/j.jue.2019.04.001,Re-evaluating the impact of immigration on the U.S. rental housing market,2019,Journal of Urban Economics,Jamie Sharpe,https://doi.org/10.1016/j.jue.2019.04.001,crossref
10.1016/j.jue.2019.05.001,The rise and effects of homeowners associations,2019,Journal of Urban Economics,Wyatt Clarke; Matthew Freedman,https://doi.org/10.1016/j.jue.2019.05.001,crossref
10.1016/j.jue.2021.103369,Why is the rent so darn high? The role of growing demand to live in housing-supply-inelastic cities,2021,Journal of Urban Economics,Greg Howard; Jack Liebersohn,https://doi.org/10.1016/j.jue.2021.103369,crossref
10.1016/j.lisr.2017.11.001,Research methods: What's in the name?,2017,Library &amp; Information Science Research,Heting Chu; Qing Ke,https://doi.org/10.1016/j.lisr.2017.11.001,crossref
10.1016/j.lisr.2018.09.001,Developing the methodological toolbox for information literacy research: Grounded theory and visual research methods,2018,Library &amp; Information Science Research,Alison Hicks,https://doi.org/10.1016/j.lisr.2018.09.001,crossref
10.1016/j.marpol.2013.05.003,The economic impacts of marine energy developments: A case study from Scotland,2014,Marine Policy,G.J. Allan; P. Lecca; P.G. McGregor; J.K. Swales,https://doi.org/10.1016/j.marpol.2013.05.003,crossref
10.1016/j.regsciurbeco.2016.06.001,"Boulevard of broken dreams. The end of EU funding (1997: Abruzzi, Italy)",2016,Regional Science and Urban Economics,Guglielmo Barone; Francesco David; Guido de Blasio,https://doi.org/10.1016/j.regsciurbeco.2016.06.001,crossref
10.1016/j.regsciurbeco.2020.103578,Between two extreme practices of rent-only and deposit-only leases in Korea: Default risk vs. cost of capital,2020,Regional Science and Urban Economics,Sung Sik Park; Ju Hyun Pyun,https://doi.org/10.1016/j.regsciurbeco.2020.103578,crossref
10.1016/j.renene.2017.03.102,The dynamic impact of renewable energy and institutions on economic output and CO 2 emissions across regions,2017,Renewable Energy,Mita Bhattacharya; Sefa Awaworyi Churchill; Sudharshan Reddy Paramati,https://doi.org/10.1016/j.renene.2017.03.102,crossref
10.1016/j.renene.2021.10.066,"The effects of non-renewable energy, renewable energy, economic growth, and foreign direct investment on the sustainability of African countries",2022,Renewable Energy,Nassima Djellouli; Latifa Abdelli; Mohamed Elheddad; Rizwan Ahmed; Haider Mahmood,https://doi.org/10.1016/j.renene.2021.10.066,crossref
10.1016/j.renene.2022.07.012,"The impacts of renewable energy, financial inclusivity, globalization, economic growth, and urbanization on carbon productivity: Evidence from net moderation and mediation effects of energy efficiency gains",2022,Renewable Energy,Muntasir Murshed; Nicholas Apergis; Md Shabbir Alam; Uzma Khan; Sakib Mahmud,https://doi.org/10.1016/j.renene.2022.07.012,crossref
10.1016/j.reseneeco.2007.03.003,Energy consumption and economic growth in Asian economies: A more comprehensive analysis using panel data,2008,Resource and Energy Economics,Chien-Chiang Lee; Chun-Ping Chang,https://doi.org/10.1016/j.reseneeco.2007.03.003,crossref
10.1016/j.resourpol.2020.101615,"Oil resources, deficit financing and per capita GDP growth in selected oil-rich African nations: A dynamic heterogeneous panel approach",2020,Resources Policy,Perekunah B. Eregha; Ekundayo P. Mesagan,https://doi.org/10.1016/j.resourpol.2020.101615,crossref
10.1016/j.resourpol.2022.103149,Evaluating the role of renewable energy investment resources and green finance on the economic performance: Evidence from OECD economies,2023,Resources Policy,Hong Wu,https://doi.org/10.1016/j.resourpol.2022.103149,crossref
10.1016/j.respol.2010.05.017,"Founder's human capital, external investment, and the survival of new high-technology ventures",2010,Research Policy,Eli Gimmon; Jonathan Levie,https://doi.org/10.1016/j.respol.2010.05.017,crossref
10.1016/j.respol.2014.10.008,Economic impact of entrepreneurial universities’ activities: An exploratory study of the United Kingdom,2015,Research Policy,Maribel Guerrero; James A. Cunningham; David Urbano,https://doi.org/10.1016/j.respol.2014.10.008,crossref
10.1016/j.rser.2011.07.044,Economic welfare impacts from renewable energy consumption: The China experience,2011,Renewable and Sustainable Energy Reviews,Yiping Fang,https://doi.org/10.1016/j.rser.2011.07.044,crossref
10.1016/j.rser.2016.01.054,An econometric study of the impact of economic growth and energy use on carbon emissions: Panel data evidence from fifty eight countries,2016,Renewable and Sustainable Energy Reviews,Saidi Kais; Hammami Sami,https://doi.org/10.1016/j.rser.2016.01.054,crossref
