doi,title,year,container,authors,URL,source
10.1016/0197-3975(94)00071-9,Sustainable development and the construction industry,1995,Habitat International,Robin Spence; Helen Mulligan,https://doi.org/10.1016/0197-3975(94)00071-9,crossref
10.1016/0378-7788(94)90024-8,Energy and carbon dioxide implications of building construction,1994,Energy and Buildings,Andrew H. Buchanan; Brian G. Honey,https://doi.org/10.1016/0378-7788(94)90024-8,crossref
10.1016/b978-0-444-53238-1.00008-9,How Has the Monetary Transmission Mechanism Evolved Over Time?,2010,Handbook of Monetary Economics,Jean Boivin; Michael T. Kiley; Frederic S. Mishkin,https://doi.org/10.1016/b978-0-444-53238-1.00008-9,crossref
10.1016/j.apenergy.2015.10.049,Green growth: The economic impacts of large-scale renewable energy development in China,2016,Applied Energy,Hancheng Dai; Xuxuan Xie; Yang Xie; Jian Liu; Toshihiko Masui,https://doi.org/10.1016/j.apenergy.2015.10.049,crossref
10.1016/j.apenergy.2021.116441,"Impacts of COVID-19 on energy demand and consumption: Challenges, lessons and emerging opportunities",2021,Applied Energy,Peng Jiang; Yee Van Fan; Jiří Jaromír Klemeš,https://doi.org/10.1016/j.apenergy.2021.116441,crossref
10.1016/j.autcon.2018.11.028,Autonomous concrete crack detection using deep fully convolutional neural network,2019,Automation in Construction,Cao Vu Dung; Le Duc Anh,https://doi.org/10.1016/j.autcon.2018.11.028,crossref
10.1016/j.autcon.2019.04.005,Computer vision-based concrete crack detection using U-net fully convolutional networks,2019,Automation in Construction,Zhenqing Liu; Yiwen Cao; Yize Wang; Wei Wang,https://doi.org/10.1016/j.autcon.2019.04.005,crossref
10.1016/j.autcon.2020.103517,Roles of artificial intelligence in construction engineering and management: A critical review and future trends,2021,Automation in Construction,Yue Pan; Limao Zhang,https://doi.org/10.1016/j.autcon.2020.103517,crossref
10.1016/j.bushor.2008.06.006,China's outward foreign direct investment,2008,Business Horizons,Wei He; Marjorie A. Lyles,https://doi.org/10.1016/j.bushor.2008.06.006,crossref
10.1016/j.chieco.2017.04.006,What is China seeking from Africa? An analysis of the economic and political determinants of Chinese Outward Foreign Direct Investment based on Stochastic Frontier Models,2018,China Economic Review,Paulo Reis Mourao,https://doi.org/10.1016/j.chieco.2017.04.006,crossref
10.1016/j.cities.2019.05.022,Spatial pattern of population mobility among cities in China: Case study of the National Day plus Mid-Autumn Festival based on Tencent migration data,2019,Cities,Jinghu Pan; Jianbo Lai,https://doi.org/10.1016/j.cities.2019.05.022,crossref
10.1016/j.cities.2020.102733,Determinants and policies of native metropolitan young workers' migration toward non-metropolitan areas in Japan,2020,Cities,Masahiro Taima; Yasushi Asami,https://doi.org/10.1016/j.cities.2020.102733,crossref
10.1016/j.compenvurbsys.2015.02.005,Combining smart card data and household travel survey to analyze jobs–housing relationships in Beijing,2015,"Computers, Environment and Urban Systems",Ying Long; Jean-Claude Thill,https://doi.org/10.1016/j.compenvurbsys.2015.02.005,crossref
10.1016/j.conbuildmat.2019.117367,Image-based concrete crack detection in tunnels using deep fully convolutional networks,2020,Construction and Building Materials,Yupeng Ren; Jisheng Huang; Zhiyou Hong; Wei Lu; Jun Yin; Lejun Zou; Xiaohua Shen,https://doi.org/10.1016/j.conbuildmat.2019.117367,crossref
10.1016/j.eap.2014.09.005,"The impact of climate change on food crop productivity, food prices and food security in South Asia",2014,Economic Analysis and Policy,Jayatilleke S. Bandara; Yiyong Cai,https://doi.org/10.1016/j.eap.2014.09.005,crossref
10.1016/j.eap.2022.12.003,Economic consequences of climate change impacts on the agricultural sector of South Asia: A case study of Sri Lanka,2023,Economic Analysis and Policy,Walimuni Chamindri Sewanka Mendis Abeysekara; Mahinda Siriwardana; Samuel Meng,https://doi.org/10.1016/j.eap.2022.12.003,crossref
10.1016/j.ecolecon.2008.12.003,The economic impacts of drought on the economy of Iran: An integration of linear programming and macroeconometric modelling approaches,2009,Ecological Economics,Habibollah Salami; Naser Shahnooshi; Kenneth J. Thomson,https://doi.org/10.1016/j.ecolecon.2008.12.003,crossref
10.1016/j.ecolecon.2016.11.005,The Economic Impacts of Droughts: A Framework for Analysis,2017,Ecological Economics,Jaume Freire-González; Christopher Decker; Jim W. Hall,https://doi.org/10.1016/j.ecolecon.2016.11.005,crossref
10.1016/j.ecolecon.2021.107305,Building back better: How big are green spending multipliers?,2022,Ecological Economics,Nicoletta Batini; Mario Di Serio; Matteo Fragetta; Giovanni Melina; Anthony Waldron,https://doi.org/10.1016/j.ecolecon.2021.107305,crossref
10.1016/j.econmod.2013.09.047,"A contribution of foreign direct investment, clean energy, trade openness, carbon emissions and economic growth to energy demand in UAE",2014,Economic Modelling,Rashid Sbia; Muhammad Shahbaz; Helmi Hamdi,https://doi.org/10.1016/j.econmod.2013.09.047,crossref
10.1016/j.econmod.2014.09.017,"Economic growth with coal, oil and renewable energy consumption in China: Prospects for fuel substitution",2015,Economic Modelling,Harry Bloch; Shuddhasattwa Rafiq; Ruhul Salim,https://doi.org/10.1016/j.econmod.2014.09.017,crossref
10.1016/j.econmod.2015.10.027,Economic growth and carbon emissions,2016,Economic Modelling,Paresh Kumar Narayan; Behnaz Saboori; Abdorreza Soleymani,https://doi.org/10.1016/j.econmod.2015.10.027,crossref
10.1016/j.econmod.2016.11.012,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",2017,Economic Modelling,Heidi Garrett-Peltier,https://doi.org/10.1016/j.econmod.2016.11.012,crossref
10.1016/j.econmod.2017.01.014,A general equilibrium assessment of climate change–induced loss of agricultural productivity in Nepal,2017,Economic Modelling,Sudarshan Chalise; Athula Naranpanawa; Jayatilleke S. Bandara; Tapan Sarker,https://doi.org/10.1016/j.econmod.2017.01.014,crossref
10.1016/j.egycc.2022.100080,"Nexus between carbon emissions, economic growth, renewable energy use, urbanization, industrialization, technological innovation, and forest area towards achieving environmental sustainability in Bangladesh",2022,Energy and Climate Change,Asif Raihan; Dewan Ahmed Muhtasim; Sadia Farhana; Monirul Islam Pavel; Omar Faruk; Mostafizur Rahman; Abir Mahmood,https://doi.org/10.1016/j.egycc.2022.100080,crossref
10.1016/j.ejor.2005.03.052,Travel time estimation and order batching in a 2-block warehouse,2007,European Journal of Operational Research,Tho Le-Duc; René M.B.M. de Koster,https://doi.org/10.1016/j.ejor.2005.03.052,crossref
10.1016/j.ejor.2006.02.025,Research on warehouse operation: A comprehensive review,2007,European Journal of Operational Research,Jinxiang Gu; Marc Goetschalckx; Leon F. McGinnis,https://doi.org/10.1016/j.ejor.2006.02.025,crossref
10.1016/j.ejor.2008.01.038,A survey of literature on automated storage and retrieval systems,2009,European Journal of Operational Research,Kees Jan Roodbergen; Iris F.A. Vis,https://doi.org/10.1016/j.ejor.2008.01.038,crossref
10.1016/j.ejor.2013.11.023,"Transport operations in container terminals: Literature overview, trends, research directions and classification scheme",2014,European Journal of Operational Research,Héctor J. Carlo; Iris F.A. Vis; Kees Jan Roodbergen,https://doi.org/10.1016/j.ejor.2013.11.023,crossref
10.1016/j.ejor.2015.06.074,An algorithm for dynamic order-picking in warehouse operations,2016,European Journal of Operational Research,Wenrong Lu; Duncan McFarlane; Vaggelis Giannikas; Quan Zhang,https://doi.org/10.1016/j.ejor.2015.06.074,crossref
10.1016/j.ejor.2018.08.023,Warehousing in the e-commerce era: A survey,2019,European Journal of Operational Research,Nils Boysen; René de Koster; Felix Weidinger,https://doi.org/10.1016/j.ejor.2018.08.023,crossref
10.1016/j.enbuild.2010.02.016,Identification of parameters for embodied energy measurement: A literature review,2010,Energy and Buildings,Manish Kumar Dixit; José L. Fernández-Solís; Sarel Lavy; Charles H. Culp,https://doi.org/10.1016/j.enbuild.2010.02.016,crossref
10.1016/j.enconman.2019.06.085,"Feasibility analysis and techno-economic design of grid-isolated hybrid renewable energy system for electrification of agriculture and irrigation area: A case study in Dongola, Sudan",2019,Energy Conversion and Management,M.R. Elkadeem; Shaorong Wang; Swellam W. Sharshir; Eman G. Atia,https://doi.org/10.1016/j.enconman.2019.06.085,crossref
10.1016/j.eneco.2007.09.001,"The impact of DOE building technology energy efficiency programs on U.S. employment, income, and investment",2008,Energy Economics,Michael J. Scott; Joseph M. Roop; Robert W. Schultz; David M. Anderson; Katherine A. Cort,https://doi.org/10.1016/j.eneco.2007.09.001,crossref
10.1016/j.eneco.2012.08.029,Are green hopes too rosy? Employment and welfare impacts of renewable energy promotion,2013,Energy Economics,Christoph Böhringer; Andreas Keller; Edwin van der Werf,https://doi.org/10.1016/j.eneco.2012.08.029,crossref
10.1016/j.eneco.2018.03.015,Characterising green employment: The impacts of ‘greening’ on workforce composition,2018,Energy Economics,Alex Bowen; Karlygash Kuralbayeva; Eileen L. Tipoe,https://doi.org/10.1016/j.eneco.2018.03.015,crossref
10.1016/j.energy.2007.01.002,Direct and indirect energy use and carbon emissions in the production phase of buildings: An input–output analysis,2007,Energy,Jonas Nässén; John Holmberg; Anders Wadeskog; Madeleine Nyman,https://doi.org/10.1016/j.energy.2007.01.002,crossref
10.1016/j.energy.2013.12.048,"Economic growth, energy consumption and CO2 emissions in OECD (Organization for Economic Co-operation and Development)'s transport sector: A fully modified bi-directional relationship approach",2014,Energy,Behnaz Saboori; Maimunah Sapri; Maizan bin Baba,https://doi.org/10.1016/j.energy.2013.12.048,crossref
10.1016/j.energy.2015.06.101,"Dynamics of energy use, technological innovation, economic growth and trade openness in Malaysia",2015,Energy,Kazi Sohag; Rawshan Ara Begum; Sharifah Mastura Syed Abdullah; Mokhtar Jaafar,https://doi.org/10.1016/j.energy.2015.06.101,crossref
10.1016/j.energy.2019.03.131,Techno-economic assessment of a stand-alone hybrid solar-wind-battery system for a remote island using genetic algorithm,2019,Energy,Muhammad Shahzad Javed; Aotian Song; Tao Ma,https://doi.org/10.1016/j.energy.2019.03.131,crossref
10.1016/j.enpol.2007.09.004,Renewable energy and employment in Germany,2008,Energy Policy,Ulrike Lehr; Joachim Nitsch; Marlene Kratzat; Christian Lutz; Dietmar Edler,https://doi.org/10.1016/j.enpol.2007.09.004,crossref
10.1016/j.enpol.2008.12.022,Economic impact of solar thermal electricity deployment in Spain,2009,Energy Policy,N. Caldés; M. Varela; M. Santamaría; R. Sáez,https://doi.org/10.1016/j.enpol.2008.12.022,crossref
10.1016/j.enpol.2009.10.044,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,2010,Energy Policy,Max Wei; Shana Patadia; Daniel M. Kammen,https://doi.org/10.1016/j.enpol.2009.10.044,crossref
10.1016/j.enpol.2009.10.049,"Techno-economical analysis of off-grid hybrid systems at Kutubdia Island, Bangladesh",2010,Energy Policy,Sanjoy Kumar Nandi; Himangshu Ranjan Ghosh,https://doi.org/10.1016/j.enpol.2009.10.049,crossref
10.1016/j.enpol.2010.03.029,Economic impacts from the promotion of renewable energy technologies: The German experience,2010,Energy Policy,Manuel Frondel; Nolan Ritter; Christoph M. Schmidt; Colin Vance,https://doi.org/10.1016/j.enpol.2010.03.029,crossref
10.1016/j.enpol.2011.01.042,Impact of plug-in hybrid electric vehicles on power systems with demand response and wind power,2011,Energy Policy,Jianhui Wang; Cong Liu; Dan Ton; Yan Zhou; Jinho Kim; Anantray Vyas,https://doi.org/10.1016/j.enpol.2011.01.042,crossref
10.1016/j.enpol.2011.09.047,State and local economic impacts from wind energy projects: Texas case study,2011,Energy Policy,Michael C. Slattery; Eric Lantz; Becky L. Johnson,https://doi.org/10.1016/j.enpol.2011.09.047,crossref
10.1016/j.enpol.2012.04.076,Green jobs? Economic impacts of renewable energy in Germany,2012,Energy Policy,Ulrike Lehr; Christian Lutz; Dietmar Edler,https://doi.org/10.1016/j.enpol.2012.04.076,crossref
10.1016/j.enpol.2013.01.047,The impact of clean energy investments on the Greek economy: An input–output analysis (2010–2020),2013,Energy Policy,M. Markaki; A. Belegri-Roboli; P. Michaelides; S. Mirasgedis; D.P. Lalas,https://doi.org/10.1016/j.enpol.2013.01.047,crossref
10.1016/j.enpol.2014.08.008,Assessing the potential of different charging strategies for electric vehicle fleets in closed transport systems,2014,Energy Policy,Johannes Schmidt; Matthias Eisel; Lutz M. Kolbe,https://doi.org/10.1016/j.enpol.2014.08.008,crossref
10.1016/j.enpol.2015.03.015,"Nuclear reactors' construction costs: The role of lead-time, standardization and technological progress",2015,Energy Policy,Michel Berthélemy; Lina Escobar Rangel,https://doi.org/10.1016/j.enpol.2015.03.015,crossref
10.1016/j.enpol.2016.01.011,Historical construction costs of global nuclear power reactors,2016,Energy Policy,Jessica R. Lovering; Arthur Yip; Ted Nordhaus,https://doi.org/10.1016/j.enpol.2016.01.011,crossref
10.1016/j.enpol.2019.111056,China's global power: Estimating Chinese foreign direct investment in the electric power sector,2020,Energy Policy,Zhongshu Li; Kevin P. Gallagher; Denise L. Mauzerall,https://doi.org/10.1016/j.enpol.2019.111056,crossref
10.1016/j.enpol.2019.111162,A detailed review on current status of energy efficiency improvement in the Swiss industry sector,2020,Energy Policy,M. Jibran S. Zuberi; Marina Santoro; Armin Eberle; Navdeep Bhadbhade; Sabine Sulzer; Beat Wellig; Martin K. Patel,https://doi.org/10.1016/j.enpol.2019.111162,crossref
10.1016/j.enpol.2020.111425,"Energy investment, economic growth and carbon emissions in China—Empirical analysis based on spatial Durbin model",2020,Energy Policy,Jinying Li; Sisi Li,https://doi.org/10.1016/j.enpol.2020.111425,crossref
10.1016/j.enpol.2020.111450,How to effectively implement an incentive-based residential electricity demand response policy? Experience from large-scale trials and matching questionnaires,2020,Energy Policy,Zhaohua Wang; Hao Li; Nana Deng; Kaiwei Cheng; Bin Lu; Bin Zhang; Bo Wang,https://doi.org/10.1016/j.enpol.2020.111450,crossref
10.1016/j.enpol.2020.112031,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,2021,Energy Policy,Federico Dell’Anna,https://doi.org/10.1016/j.enpol.2020.112031,crossref
10.1016/j.enpol.2022.112922,Sources of opposition to renewable energy projects in the United States,2022,Energy Policy,Lawrence Susskind; Jungwoo Chun; Alexander Gant; Chelsea Hodgkins; Jessica Cohen; Sarah Lohmar,https://doi.org/10.1016/j.enpol.2022.112922,crossref
10.1016/j.enpol.2022.112926,Indicators for sustainable energy development: An Icelandic case study,2022,Energy Policy,I. Gunnarsdottir; B. Davidsdottir; E. Worrell; S. Sigurgeirsdottir,https://doi.org/10.1016/j.enpol.2022.112926,crossref
10.1016/j.erss.2022.102587,Harnessing finance for a new era of decentralised electricity access: A review of private investment patterns and emerging business models,2022,Energy Research &amp; Social Science,Giacomo Falchetta; Bruno Michoud; Manfred Hafner; Marcus Rother,https://doi.org/10.1016/j.erss.2022.102587,crossref
10.1016/j.est.2021.102748,Techno-economic analysis of lithium-ion and lead-acid batteries in stationary energy storage application,2021,Journal of Energy Storage,Abraham Alem Kebede; Thierry Coosemans; Maarten Messagie; Towfik Jemal; Henok Ayele Behabtu; Joeri Van Mierlo; Maitane Berecibar,https://doi.org/10.1016/j.est.2021.102748,crossref
10.1016/j.eswa.2008.10.011,A RFID case-based logistics resource management system for managing order-picking operations in warehouses,2009,Expert Systems with Applications,T.C. Poon; K.L. Choy; Harry K.H. Chow; Henry C.W. Lau; Felix T.S. Chan; K.C. Ho,https://doi.org/10.1016/j.eswa.2008.10.011,crossref
10.1016/j.euroecorev.2021.103859,Bank regulation and monetary policy transmission: Evidence from the U.S. States liberalization,2021,European Economic Review,Aeimit Lakdawala; Raoul Minetti; Matthew Schaffer,https://doi.org/10.1016/j.euroecorev.2021.103859,crossref
10.1016/j.futures.2005.12.002,Scenario types and techniques: Towards a user's guide,2006,Futures,Lena Börjeson; Mattias Höjer; Karl-Henrik Dreborg; Tomas Ekvall; Göran Finnveden,https://doi.org/10.1016/j.futures.2005.12.002,crossref
10.1016/j.geoforum.2015.01.005,"Offsetting dispossession? Terrestrial conservation offsets and First Nation treaty rights in Alberta, Canada",2015,Geoforum,Ryan Hackett,https://doi.org/10.1016/j.geoforum.2015.01.005,crossref
10.1016/j.gloenvcha.2014.05.001,Differences in farmer and expert beliefs and the perceived impacts of conservation agriculture,2014,Global Environmental Change,Jacqueline Halbrendt; Steven A. Gray; Susan Crow; Theodore Radovich; Aya H. Kimura; Bir Bahadur Tamang,https://doi.org/10.1016/j.gloenvcha.2014.05.001,crossref
10.1016/j.habitatint.2015.10.006,"Economic transition, urbanization and population redistribution in China",2016,Habitat International,Canfei He; Tianming Chen; Xiyan Mao; Yi Zhou,https://doi.org/10.1016/j.habitatint.2015.10.006,crossref
10.1016/j.habitatint.2018.01.002,How voluntary is poverty alleviation resettlement in China?,2018,Habitat International,Kevin Lo; Mark Wang,https://doi.org/10.1016/j.habitatint.2018.01.002,crossref
10.1016/j.heliyon.2024.e35134,The socioeconomic impact of climate change in developing countries over the next decades: A literature survey,2024,Heliyon,Philip Kofi Adom,https://doi.org/10.1016/j.heliyon.2024.e35134,crossref
10.1016/j.ifacol.2017.08.1807,Augmented Reality in Warehouse Operations: Opportunities and Barriers,2017,IFAC-PapersOnLine,Marie-Hélène Stoltz; Vaggelis Giannikas; Duncan McFarlane; James Strachan; Jumyung Um; Rengarajan Srinivasan,https://doi.org/10.1016/j.ifacol.2017.08.1807,crossref
10.1016/j.ijinfomgt.2018.11.008,A human-centric perspective exploring the readiness towards smart warehousing: The case of a large retail distribution warehouse,2019,International Journal of Information Management,Kamran Mahroof,https://doi.org/10.1016/j.ijinfomgt.2018.11.008,crossref
10.1016/j.ijinfomgt.2020.102304,Artificial intelligence in E-commerce fulfillment: A case study of resource orchestration at Alibaba’s Smart Warehouse,2021,International Journal of Information Management,Dan Zhang; L.G. Pee; Lili Cui,https://doi.org/10.1016/j.ijinfomgt.2020.102304,crossref
10.1016/j.ijpe.2009.01.013,Evaluating order throughput time in 2-block warehouses with time window batching,2009,International Journal of Production Economics,Inneke Van Nieuwenhuyse; René B.M. de Koster,https://doi.org/10.1016/j.ijpe.2009.01.013,crossref
10.1016/j.ijpe.2015.01.005,A knowledge-based logistics operations planning system for mitigating risk in warehouse order fulfillment,2015,International Journal of Production Economics,H.Y. Lam; K.L. Choy; G.T.S. Ho; Stephen W.Y. Cheng; C.K.M. Lee,https://doi.org/10.1016/j.ijpe.2015.01.005,crossref
10.1016/j.ijpe.2019.107564,Order picker routing in warehouses: A systematic literature review,2020,International Journal of Production Economics,Makusee Masae; Christoph H. Glock; Eric H. Grosse,https://doi.org/10.1016/j.ijpe.2019.107564,crossref
10.1016/j.ijpe.2021.108134,Interorganizational imitation in supply chain relationships: The case of inventory leanness,2021,International Journal of Production Economics,Christian Hofer; Jordan Barker; Cuneyt Eroglu,https://doi.org/10.1016/j.ijpe.2021.108134,crossref
10.1016/j.ijpe.2022.108747,Order picking heuristics for online order fulfillment warehouses with explosive storage,2023,International Journal of Production Economics,Sevilay Onal; Wen Zhu; Sanchoy Das,https://doi.org/10.1016/j.ijpe.2022.108747,crossref
10.1016/j.isci.2022.104328,How do China’s lockdown and post-COVID-19 stimuli impact carbon emissions and economic output? Retrospective estimates and prospective trajectories,2022,iScience,Shuai Shao; Chang Wang; Kuo Feng; Yue Guo; Fan Feng; Yuli Shan; Jing Meng; Shiyi Chen,https://doi.org/10.1016/j.isci.2022.104328,crossref
10.1016/j.jclepro.2016.10.057,Sustainable supply chain management in the digitalisation era: The impact of Automated Guided Vehicles,2017,Journal of Cleaner Production,Dimitrios Bechtsis; Naoum Tsolakis; Dimitrios Vlachos; Eleftherios Iakovou,https://doi.org/10.1016/j.jclepro.2016.10.057,crossref
10.1016/j.jclepro.2017.04.052,Buildings environmental impacts' sensitivity related to LCA modelling choices of construction materials,2017,Journal of Cleaner Production,Ian-Frederic Häfliger; Viola John; Alexander Passer; Sebastien Lasvaux; Endrit Hoxha; Marcella Ruschi Mendes Saade; Guillaume Habert,https://doi.org/10.1016/j.jclepro.2017.04.052,crossref
10.1016/j.jclepro.2018.02.008,Identifying the impacts of human capital on carbon emissions in Pakistan,2018,Journal of Cleaner Production,Sadia Bano; Yuhuan Zhao; Ashfaq Ahmad; Song Wang; Ya Liu,https://doi.org/10.1016/j.jclepro.2018.02.008,crossref
10.1016/j.jclepro.2018.02.136,Key constraints and mitigation strategies for prefabricated prefinished volumetric construction,2018,Journal of Cleaner Production,Bon-Gang Hwang; Ming Shan; Kit-Ying Looi,https://doi.org/10.1016/j.jclepro.2018.02.136,crossref
10.1016/j.jclepro.2019.02.123,Relationship of carbon emissions and economic growth in China's construction industry,2019,Journal of Cleaner Production,Qiang Du; Jie Zhou; Ting Pan; Qiang Sun; Min Wu,https://doi.org/10.1016/j.jclepro.2019.02.123,crossref
10.1016/j.jclepro.2019.119347,"Barriers to the adoption of modular integrated construction: Systematic review and meta-analysis, integrated conceptual framework, and strategies",2020,Journal of Cleaner Production,Ibrahim Yahaya Wuni; Geoffrey Qiping Shen,https://doi.org/10.1016/j.jclepro.2019.119347,crossref
10.1016/j.jclepro.2021.127705,"Impact of COVID-19 pandemic on socio-economic, energy-environment and transport sector globally and sustainable development goal (SDG)",2021,Journal of Cleaner Production,Srijita Nundy; Aritra Ghosh; Abdelhakim Mesloub; Ghazy Abdullah Albaqawy; Mohammed Mashary Alnaim,https://doi.org/10.1016/j.jclepro.2021.127705,crossref
10.1016/j.jclepro.2022.131927,Circular economy research on building construction and demolition waste: A review of current trends and future research directions,2022,Journal of Cleaner Production,Benjamin I. Oluleye; Daniel W.M. Chan; Abdullahi B. Saka; Timothy O. Olawumi,https://doi.org/10.1016/j.jclepro.2022.131927,crossref
10.1016/j.jrurstud.2022.01.003,"Women's empowerment, extended families and male migration in Nepal: Insights from mixed methods analysis",2022,Journal of Rural Studies,Cheryl R. Doss; Ruth Meinzen-Dick; Audrey Pereira; Rajendra Pradhan,https://doi.org/10.1016/j.jrurstud.2022.01.003,crossref
10.1016/j.jtrangeo.2003.12.004,The transport geography of logistics and freight distribution,2004,Journal of Transport Geography,Markus Hesse; Jean-Paul Rodrigue,https://doi.org/10.1016/j.jtrangeo.2003.12.004,crossref
10.1016/j.jtrangeo.2008.03.001,Moving places: the geography of warehousing in the US,2008,Journal of Transport Geography,John T. Bowen,https://doi.org/10.1016/j.jtrangeo.2008.03.001,crossref
10.1016/j.jtrangeo.2009.06.017,Concentration and decentralization: The new geography of freight distribution in US metropolitan areas,2010,Journal of Transport Geography,Julie Cidell,https://doi.org/10.1016/j.jtrangeo.2009.06.017,crossref
10.1016/j.jtrangeo.2009.08.005,Spatial clustering of events on a network,2010,Journal of Transport Geography,Thérèse Steenberghen; Koen Aerts; Isabelle Thomas,https://doi.org/10.1016/j.jtrangeo.2009.08.005,crossref
10.1016/j.jtrangeo.2012.05.001,Atlanta: a mega logistics center in the Piedmont Atlantic Megaregion (PAM),2012,Journal of Transport Geography,Laetitia Dablanc; Catherine Ross,https://doi.org/10.1016/j.jtrangeo.2012.05.001,crossref
10.1016/j.jtrangeo.2016.08.009,Impacts of logistics sprawl on the urban environment and logistics: Taxonomy and review of literature,2016,Journal of Transport Geography,Khalid Aljohani; Russell G. Thompson,https://doi.org/10.1016/j.jtrangeo.2016.08.009,crossref
10.1016/j.jtrangeo.2017.02.007,Multilayer dynamics of complex spatial networks: The case of global maritime flows (1977–2008),2017,Journal of Transport Geography,César Ducruet,https://doi.org/10.1016/j.jtrangeo.2017.02.007,crossref
10.1016/j.jtrangeo.2018.04.011,Co-creating value through renewing waterway networks: A transaction-cost perspective,2018,Journal of Transport Geography,Jannes J. Willems; Tim Busscher; Johan Woltjer; Jos Arts,https://doi.org/10.1016/j.jtrangeo.2018.04.011,crossref
10.1016/j.jtrangeo.2018.06.014,Book review,2018,Journal of Transport Geography,Paulo Rui Anciaes,https://doi.org/10.1016/j.jtrangeo.2018.06.014,crossref
10.1016/j.jtrangeo.2018.08.007,"Warehouse location choice: A case study in Los Angeles, CA",2020,Journal of Transport Geography,Sanggyun Kang,https://doi.org/10.1016/j.jtrangeo.2018.08.007,crossref
10.1016/j.jtrangeo.2018.10.014,Can HSR improve the mobility of international tourists visiting Spain? Territorial evidence derived from the Spanish experience,2018,Journal of Transport Geography,Juan Luis Campa; Rosa Arce; María Eugenia López-Lambas; Begoña Guirao,https://doi.org/10.1016/j.jtrangeo.2018.10.014,crossref
10.1016/j.jtrangeo.2018.12.004,Understanding road performance using online traffic condition data,2019,Journal of Transport Geography,Song Chen; Xiaoyan Wei; Nan Xia; Zhaojin Yan; Yi Yuan; H. Michael Zhang; Manchun Li; Liang Cheng,https://doi.org/10.1016/j.jtrangeo.2018.12.004,crossref
10.1016/j.jtrangeo.2018.12.009,Logistics sprawl in the Brussels metropolitan area: Toward a socio-geographic typology,2020,Journal of Transport Geography,Mathieu Strale,https://doi.org/10.1016/j.jtrangeo.2018.12.009,crossref
10.1016/j.jtrangeo.2018.12.016,"Bicycle train intermodality: Effects of demography, station characteristics and the built environment",2019,Journal of Transport Geography,Hesara Weliwitiya; Geoffrey Rose; Marilyn Johnson,https://doi.org/10.1016/j.jtrangeo.2018.12.016,crossref
