record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0035_metric_001,cmp_src_0035,public_infrastructure_or_methods,"National Travel Survey, 1995-2001: Special Licence Access",,,2022.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://datacatalogue.ukdataservice.ac.uk/studies/study/7804,,unverified_candidate_source,not_started
cmp_src_0038_metric_001,cmp_src_0038,energy_or_utility,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,,,2010,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2009.10.044,,unverified_candidate_source,not_started
cmp_src_0037_metric_001,cmp_src_0037,energy_or_utility,Public policy influence on renewable energy investments—A panel data study across OECD countries,,,2015,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2015.01.026,,unverified_candidate_source,not_started
cmp_src_0036_metric_001,cmp_src_0036,advanced_manufacturing_or_fab; energy_or_utility,Optimisation of PV-wind-diesel-battery stand-alone systems to minimise cost and maximise human development index and job creation,,,2016,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.renene.2016.03.065,,unverified_candidate_source,not_started
cmp_src_0044_metric_001,cmp_src_0044,public_infrastructure_or_methods,SAVH Plate Image Datasets for YOLOv8-CLS License Plate Legibility Classification and ANPR Field Validation,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21120307,,unverified_candidate_source,not_started
cmp_src_0043_metric_001,cmp_src_0043,high_rise_or_office,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://www.icpsr.umich.edu/web/NACJD/studies/39247/versions/V1,,unverified_candidate_source,not_started
cmp_src_0048_metric_001,cmp_src_0048,public_infrastructure_or_methods,The Financial Consequences of Populism: Evidence on Financial Inclusion and Financialization,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21115309,,unverified_candidate_source,not_started
cmp_src_0045_metric_001,cmp_src_0045,public_infrastructure_or_methods; data_centre_benchmark,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",,,2021.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,,unverified_candidate_source,not_started
cmp_src_0046_metric_001,cmp_src_0046,energy_or_utility,Table 5 - 1 in Preliminary Environmental and Social Impact Assessment 100 MW Solar PV Plant by Navoi in Uzbekistan,,,2020.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,https://zenodo.org/doi/10.5281/zenodo.17729852,,unverified_candidate_source,not_started
cmp_src_0047_metric_001,cmp_src_0047,energy_or_utility,Table 5 - 1 in Preliminary Environmental and Social Impact Assessment 100 MW Solar PV Plant by Navoi in Uzbekistan,,,2020.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,https://zenodo.org/doi/10.5281/zenodo.17729853,,unverified_candidate_source,not_started
cmp_src_0033_metric_001,cmp_src_0033,public_infrastructure_or_methods,NUOnet (Nutrient Use and Outcome Network) database,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://www.datalumos.org/datalumos/project/250288/view,,unverified_candidate_source,not_started
cmp_src_0049_metric_001,cmp_src_0049,energy_or_utility,"The effects of electricity consumption, economic growth, financial development and foreign direct investment on CO2 emissions in Kuwait",,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.rser.2017.06.009,,unverified_candidate_source,not_started
cmp_src_0050_metric_001,cmp_src_0050,data_centre_benchmark,The environmental footprint of data centers in the United States,,,2021,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1088/1748-9326/abfba1,,unverified_candidate_source,not_started
cmp_src_0051_metric_001,cmp_src_0051,advanced_manufacturing_or_fab,Understanding the Decline of U.S. Manufacturing Employment,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.17848/wp18-287,,unverified_candidate_source,not_started
cmp_src_0052_metric_001,cmp_src_0052,unclear_or_methods_only,Warner & Zheng (2013) [DOI: 10.1177/0891242413479140],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Claim/benchmark to verify: Local governments adopt incentives for political signaling, resulting in weak enforcement and lack of clawbacks. | Quality note: High Quality / Low Risk (Institutional)",,,,,unverified_candidate_source,not_started
cmp_src_0053_metric_001,cmp_src_0053,public_infrastructure_or_methods,Who Benefits from Local Job Growth: Migrants or the Original Residents?,,,1993,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/00343409312331347575,,unverified_candidate_source,not_started
cmp_src_0034_metric_001,cmp_src_0034,public_infrastructure_or_methods,NUOnet (Nutrient Use and Outcome Network) database,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://www.datalumos.org/datalumos/project/250288/version/V1/view,,unverified_candidate_source,not_started
cmp_src_0032_metric_001,cmp_src_0032,energy_or_utility; public_infrastructure_or_methods,Multi-criteria decision-making and uncertainty analyses of off-grid hybrid renewable energy systems for an island community [dataset],,,2025.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://researchdata.durham.ac.uk/files/r1sq87bt72t,,unverified_candidate_source,not_started
cmp_src_0016_metric_001,cmp_src_0016,warehouse_or_logistics,Construction Logistics in a City Development Setting,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.3384/diss.diva-170231,,unverified_candidate_source,not_started
cmp_src_0020_metric_001,cmp_src_0020,public_infrastructure_or_methods,"Dataset related to: ""The Association between Physical Activity and Fitness in Patients with Heart Failure and Type 2 Diabetes Mellitus and the Influence of a Telemedicine Program """,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.20759815,,unverified_candidate_source,not_started
cmp_src_0010_metric_001,cmp_src_0010,public_infrastructure_or_methods,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.21005482,,unverified_candidate_source,not_started
cmp_src_0011_metric_001,cmp_src_0011,public_infrastructure_or_methods,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.21005483,,unverified_candidate_source,not_started
cmp_src_0012_metric_001,cmp_src_0012,energy_or_utility; public_infrastructure_or_methods,Assessing the regional economic impacts of renewable energy sources – A literature review,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.rser.2018.05.008,,unverified_candidate_source,not_started
cmp_src_0013_metric_001,cmp_src_0013,high_rise_or_office,Building part specific embodied carbon dataset for residential buildings in Finland,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,10.5281/zenodo.21024220,,unverified_candidate_source,not_started
cmp_src_0014_metric_001,cmp_src_0014,unclear_or_methods_only,"Comparative Socio-Economic, Public Policy, and Political Data,1900-1960",,,1984.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,https://www.icpsr.umich.edu/web/ICPSR/studies/34,,unverified_candidate_source,not_started
cmp_src_0015_metric_001,cmp_src_0015,public_infrastructure_or_methods,"Comprehensive Topographic and Land Use Survey of Areas 1 and 2 at the University of São Paulo, São Carlos Campus, Brazil, Using Metashape and GIS",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21028567,,unverified_candidate_source,not_started
cmp_src_0031_metric_001,cmp_src_0031,public_infrastructure_or_methods,"Local employment, poverty, and property value effects of geographically-targeted tax incentives: An instrumental variables approach",,,2009,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.regsciurbeco.2009.07.002,,unverified_candidate_source,not_started
cmp_src_0017_metric_001,cmp_src_0017,public_infrastructure_or_methods,Dataset Impact of IoT-Based Flood Monitoring Applications on User Satisfaction: A Case Study of Flood-Prone Zones in Indonesia.,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21120056,,unverified_candidate_source,not_started
cmp_src_0018_metric_001,cmp_src_0018,public_infrastructure_or_methods,Dataset for: Towards Realistic Representation of Forest Management and Stand Age Dynamics in a Terrestrial Biosphere Model (DLEM): Impacts on Forest Carbon Dynamics in the Southeastern United States,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21018525,,unverified_candidate_source,not_started
cmp_src_0019_metric_001,cmp_src_0019,public_infrastructure_or_methods,"Dataset related to: ""Exploring the Role of sEMG Monitoring of Facial and Cervical Muscles in Parkinson's Disease Patients Undergoing Speech Therapy: A Feasibility Study """,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.20760172,,unverified_candidate_source,not_started
cmp_src_0021_metric_001,cmp_src_0021,public_infrastructure_or_methods,"Economic Development Incentives, Reported Job Creation, and Local Employment",,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.52324/001c.8004,,unverified_candidate_source,not_started
cmp_src_0022_metric_001,cmp_src_0022,public_infrastructure_or_methods,GLAM – The Global Impact Assessment Method – BETA,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.17556692,,unverified_candidate_source,not_started
cmp_src_0023_metric_001,cmp_src_0023,public_infrastructure_or_methods,German Longitudinal Environmental Study (GLEN),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://search.gesis.org/research_data/ZA9085?doi=10.4232/1.14731,,unverified_candidate_source,not_started
cmp_src_0024_metric_001,cmp_src_0024,energy_or_utility,Global monthly catches from tuna fisheries by 1° and 5° grids (1950-2024) (FIRMS level 0),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,10.5281/zenodo.21115261,,unverified_candidate_source,not_started
cmp_src_0025_metric_001,cmp_src_0025,energy_or_utility,Global monthly catches from tuna fisheries by 5° grid (1950-2024) (FIRMS level 0),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,10.5281/zenodo.21114897,,unverified_candidate_source,not_started
cmp_src_0026_metric_001,cmp_src_0026,energy_or_utility; public_infrastructure_or_methods,Green building practices to integrate renewable energy in the construction sector: a review,,,2023,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1007/s10311-023-01675-2,,unverified_candidate_source,not_started
cmp_src_0027_metric_001,cmp_src_0027,energy_or_utility; public_infrastructure_or_methods,Green growth: The economic impacts of large-scale renewable energy development in China,,,2016,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.apenergy.2015.10.049,,unverified_candidate_source,not_started
cmp_src_0028_metric_001,cmp_src_0028,energy_or_utility,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,,,2021,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2020.112031,,unverified_candidate_source,not_started
cmp_src_0029_metric_001,cmp_src_0029,energy_or_utility; public_infrastructure_or_methods,Green jobs? Economic impacts of renewable energy in Germany,,,2012,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2012.04.076,,unverified_candidate_source,not_started
cmp_src_0030_metric_001,cmp_src_0030,public_infrastructure_or_methods,Local Multipliers,,,2010,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1257/aer.100.2.373,,unverified_candidate_source,not_started
cmp_src_0069_metric_001,cmp_src_0069,unclear_or_methods_only,Local amenities and life-cycle migration: Do people move for jobs or fun?,,,2008,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jue.2008.05.005,,unverified_candidate_source,not_started
cmp_src_0066_metric_001,cmp_src_0066,hospital_or_social_infrastructure,Healthcare Demand under Simple Prices: Evidence from Tiered Hospital Networks,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1257/app.20180422,,unverified_candidate_source,not_started
cmp_src_0067_metric_001,cmp_src_0067,unclear_or_methods_only,How British Columbia is using a Community Benefits Agreement to implement progressive social and employment objectives in its construction industry,,,2026,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1093/cdj/bsag005,,unverified_candidate_source,not_started
cmp_src_0068_metric_001,cmp_src_0068,unclear_or_methods_only,"Local Economic Development, Agglomeration Economies, and the Big Push: 100 Years of Evidence from the Tennessee Valley Authority *",,,2013,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1093/qje/qjt034,,unverified_candidate_source,not_started
cmp_src_0064_metric_001,cmp_src_0064,unclear_or_methods_only,"Factors Affecting Schedule Delay, Cost Overrun, and Quality Level in Public Construction Projects",,,2016,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1061/(asce)me.1943-5479.0000391,,unverified_candidate_source,not_started
cmp_src_0070_metric_001,cmp_src_0070,energy_or_utility,On the contribution of solar energy to sustainable developments goals: Case study on Mohammed bin Rashid Al Maktoum Solar Park,,,2021,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.ijft.2021.100123,,unverified_candidate_source,not_started
cmp_src_0071_metric_001,cmp_src_0071,high_rise_or_office,Route choice and residential environment: introducing liveability requirements in navigation systems in Flanders,,,2014,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jtrangeo.2014.04.005,,unverified_candidate_source,not_started
cmp_src_0072_metric_001,cmp_src_0072,unclear_or_methods_only,Structural statistics on enterprises with foreign production,,,2022.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://ese-journals.unisalento.it/index.php/ejasa/article/view/24883/21938,,unverified_candidate_source,not_started
