triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0027,10.1016/j.apenergy.2015.10.049,Green growth: The economic impacts of large-scale renewable energy development in China,2016,Applied Energy,Hancheng Dai; Xuxuan Xie; Yang Xie; Jian Liu; Toshihiko Masui,10.1016/j.apenergy.2015.10.049,https://doi.org/10.1016/j.apenergy.2015.10.049,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0028,10.1016/j.enpol.2020.112031,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,2021,Energy Policy,Federico Dell’Anna,10.1016/j.enpol.2020.112031,https://doi.org/10.1016/j.enpol.2020.112031,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0029,10.1016/j.enpol.2012.04.076,Green jobs? Economic impacts of renewable energy in Germany,2012,Energy Policy,Ulrike Lehr; Christian Lutz; Dietmar Edler,10.1016/j.enpol.2012.04.076,https://doi.org/10.1016/j.enpol.2012.04.076,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0030,10.1257/aer.100.2.373,Local Multipliers,2010,American Economic Review,Enrico Moretti,10.1257/aer.100.2.373,https://doi.org/10.1257/aer.100.2.373,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,method_or_multiplier,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0031,10.1016/j.regsciurbeco.2009.07.002,"Local employment, poverty, and property value effects of geographically-targeted tax incentives: An instrumental variables approach",2009,Regional Science and Urban Economics,Andrew Hanson,10.1016/j.regsciurbeco.2009.07.002,https://doi.org/10.1016/j.regsciurbeco.2009.07.002,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0032,10.15128/r1sq87bt72t,Multi-criteria decision-making and uncertainty analyses of off-grid hybrid renewable energy systems for an island community [dataset],2025.0,Durham University,"Roy, Dibyendu; Taghavifar, Hadi; Vijayalakshmi, Shivaprasad K; Wang, Yaodong; Das, Barun K.; Roskilly, Anthony P",10.15128/r1sq87bt72t,https://researchdata.durham.ac.uk/files/r1sq87bt72t,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0033,10.3886/e250288,NUOnet (Nutrient Use and Outcome Network) database,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Department of Agriculture; National Agricultural Library,10.3886/e250288,https://www.datalumos.org/datalumos/project/250288/view,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0034,10.3886/e250288v1,NUOnet (Nutrient Use and Outcome Network) database,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Department of Agriculture; National Agricultural Library,10.3886/e250288v1,https://www.datalumos.org/datalumos/project/250288/version/V1/view,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0035,10.5255/ukda-sn-7804-1,"National Travel Survey, 1995-2001: Special Licence Access",2022.0,UK Data Service,Department for Transport,10.5255/ukda-sn-7804-1,https://datacatalogue.ukdataservice.ac.uk/studies/study/7804,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0036,10.1016/j.renene.2016.03.065,Optimisation of PV-wind-diesel-battery stand-alone systems to minimise cost and maximise human development index and job creation,2016,Renewable Energy,Rodolfo Dufo-López; Iván R. Cristóbal-Monreal; José M. Yusta,10.1016/j.renene.2016.03.065,https://doi.org/10.1016/j.renene.2016.03.065,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab; energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0037,10.1016/j.enpol.2015.01.026,Public policy influence on renewable energy investments—A panel data study across OECD countries,2015,Energy Policy,Friedemann Polzin; Michael Migendt; Florian A. Täube; Paschen von Flotow,10.1016/j.enpol.2015.01.026,https://doi.org/10.1016/j.enpol.2015.01.026,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0038,10.1016/j.enpol.2009.10.044,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,2010,Energy Policy,Max Wei; Shana Patadia; Daniel M. Kammen,10.1016/j.enpol.2009.10.044,https://doi.org/10.1016/j.enpol.2009.10.044,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0039,10.1126/science.aba3758,Recalibrating global data center energy-use estimates,2020,Science,Eric Masanet; Arman Shehabi; Nuoa Lei; Sarah Smith; Jonathan Koomey,10.1126/science.aba3758,https://doi.org/10.1126/science.aba3758,verified_sources,,verified,11,citation audit verified; has DOI; asset-class keywords found,data_centre_benchmark,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0040,10.5281/zenodo.20721171,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",2026.0,Zenodo,"Kramarz, Francis; Nevoux, Sandra; Vieira, Nathan",10.5281/zenodo.20721171,https://zenodo.org/doi/10.5281/zenodo.20721171,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0041,10.5281/zenodo.20721172,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",2026.0,Zenodo,"Kramarz, Francis; Nevoux, Sandra; Vieira, Nathan",10.5281/zenodo.20721172,https://zenodo.org/doi/10.5281/zenodo.20721172,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0042,10.3886/icpsr39247,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Jensen, Michael; LaFree, Gary",10.3886/icpsr39247,https://www.icpsr.umich.edu/web/NACJD/studies/39247,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0043,10.3886/icpsr39247.v1,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Jensen, Michael; LaFree, Gary",10.3886/icpsr39247.v1,https://www.icpsr.umich.edu/web/NACJD/studies/39247/versions/V1,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0044,10.5281/zenodo.21120307,SAVH Plate Image Datasets for YOLOv8-CLS License Plate Legibility Classification and ANPR Field Validation,2026.0,Zenodo,"Reyes, Gary",10.5281/zenodo.21120307,10.5281/zenodo.21120307,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0045,10.5285/522309f8-59b1-4982-85df-cb3171c2a062,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",2021.0,NERC Environmental Information Data Centre,"Horan, R.; Keller, V.D.J.; Wable, P.S.; Baron, H.E.; Houghton-Carr, H.A.; Rees, H.G.",10.5285/522309f8-59b1-4982-85df-cb3171c2a062,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods; data_centre_benchmark,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0046,10.5281/zenodo.17729852,Table 5 - 1 in Preliminary Environmental and Social Impact Assessment 100 MW Solar PV Plant by Navoi in Uzbekistan,2020.0,World Bank (WB),"McAlister, Greg; Cuthbert, Dr Brian; Bell, Iain",10.5281/zenodo.17729852,https://zenodo.org/doi/10.5281/zenodo.17729852,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex; capacity_mw,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0047,10.5281/zenodo.17729853,Table 5 - 1 in Preliminary Environmental and Social Impact Assessment 100 MW Solar PV Plant by Navoi in Uzbekistan,2020.0,World Bank (WB),"McAlister, Greg; Cuthbert, Dr Brian; Bell, Iain",10.5281/zenodo.17729853,https://zenodo.org/doi/10.5281/zenodo.17729853,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex; capacity_mw,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0048,10.5281/zenodo.21115309,The Financial Consequences of Populism: Evidence on Financial Inclusion and Financialization,2026.0,Zenodo,"Paun, Cristian-Valeriu; Șimandan, Radu; Dănescu, Florin",10.5281/zenodo.21115309,10.5281/zenodo.21115309,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0049,10.1016/j.rser.2017.06.009,"The effects of electricity consumption, economic growth, financial development and foreign direct investment on CO2 emissions in Kuwait",2018,Renewable and Sustainable Energy Reviews,Mohammad Salahuddin; Khorshed Alam; Ilhan Ozturk; Kazi Sohag,10.1016/j.rser.2017.06.009,https://doi.org/10.1016/j.rser.2017.06.009,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0050,10.1088/1748-9326/abfba1,The environmental footprint of data centers in the United States,2021,Environmental Research Letters,Md Abu Bakar Siddik; Arman Shehabi; Landon Marston,10.1088/1748-9326/abfba1,https://doi.org/10.1088/1748-9326/abfba1,verified_sources,,verified,11,citation audit verified; has DOI; asset-class keywords found,data_centre_benchmark,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0051,10.17848/wp18-287,Understanding the Decline of U.S. Manufacturing Employment,2018,,Susan N. Houseman,10.17848/wp18-287,https://doi.org/10.17848/wp18-287,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0052,warner_zheng_2013_doi_10_1177_0891242413479140,Warner & Zheng (2013) [DOI: 10.1177/0891242413479140],,final synthesis evidence table,,,,final_synthesis_master_table,"Claim/benchmark to verify: Local governments adopt incentives for political signaling, resulting in weak enforcement and lack of clawbacks. | Quality note: High Quality / Low Risk (Institutional)",,11,appears in final synthesis evidence table; authoritative or scholarly source hint,unclear_or_methods_only,context_only,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0053,10.1080/00343409312331347575,Who Benefits from Local Job Growth: Migrants or the Original Residents?,1993,Regional Studies,Timothy J. Bartik,10.1080/00343409312331347575,https://doi.org/10.1080/00343409312331347575,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0054,10.1057/jors.1981.156,A Representation and Economic Interpretation of a Two-Level Programming Problem,1981,Journal of the Operational Research Society,José Fortuny-Amat; Bruce McCarl,10.1057/jors.1981.156,https://doi.org/10.1057/jors.1981.156,verified_sources,,,10,has DOI; employment/capex/normalisation keywords found; authoritative or scholarly source hint,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
cmp_src_0055,10.1016/j.jtrangeo.2018.04.024,A conceptual overview on government initiatives and the transformation of transport and regional systems,2018,Journal of Transport Geography,Adolf K.Y. Ng; Changmin Jiang; Xiaoyu Li; Kevin O'Connor; Paul Tae-Woo Lee,10.1016/j.jtrangeo.2018.04.024,https://doi.org/10.1016/j.jtrangeo.2018.04.024,verified_sources,,,10,has DOI; asset-class keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,government_or_audit,,medium,True,verify cited benchmark and extract metric/page
cmp_src_0056,10.1016/j.jtrangeo.2009.06.017,Concentration and decentralization: The new geography of freight distribution in US metropolitan areas,2010,Journal of Transport Geography,Julie Cidell,10.1016/j.jtrangeo.2009.06.017,https://doi.org/10.1016/j.jtrangeo.2009.06.017,verified_sources,,,10,has DOI; asset-class keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
cmp_src_0057,10.1016/j.ijproman.2008.07.003,Cost escalation and schedule delays in road construction projects in Zambia,2009,International Journal of Project Management,Chabota Kaliba; Mundia Muya; Kanyuka Mumba,10.1016/j.ijproman.2008.07.003,https://doi.org/10.1016/j.ijproman.2008.07.003,verified_sources,,,10,has DOI; employment/capex/normalisation keywords found; authoritative or scholarly source hint,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
cmp_src_0058,10.1111/j.1467-9787.2010.00704.x,DO LOCATION-BASED TAX INCENTIVES ATTRACT NEW BUSINESS ESTABLISHMENTS?*,2010,Journal of Regional Science,Andrew Hanson; Shawn Rohlin,10.1111/j.1467-9787.2010.00704.x,https://doi.org/10.1111/j.1467-9787.2010.00704.x,verified_sources,,,10,has DOI; asset-class keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
