record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0048_metric_001,cmp_src_0048,energy_or_utility,"Role of green finance, volatility and risk in promoting the investments in Renewable Energy Resources in the post-covid-19",,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.resourpol.2022.102563,,unverified_candidate_source,not_started
cmp_src_0049_metric_001,cmp_src_0049,public_infrastructure_or_methods; data_centre_benchmark,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",,,2021.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,,unverified_candidate_source,not_started
cmp_src_0033_metric_001,cmp_src_0033,advanced_manufacturing_or_fab,IoT-Based Intelligent Construction System for Prefabricated Buildings: Study of Operating Mechanism and Implementation in China,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.3390/app10186311,,unverified_candidate_source,not_started
cmp_src_0051_metric_001,cmp_src_0051,public_infrastructure_or_methods,The Financial Consequences of Populism: Evidence on Financial Inclusion and Financialization,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21115309,,unverified_candidate_source,not_started
cmp_src_0052_metric_001,cmp_src_0052,public_infrastructure_or_methods,The economic impact of universities: Evidence from across the globe,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.econedurev.2018.09.001,,unverified_candidate_source,not_started
cmp_src_0053_metric_001,cmp_src_0053,advanced_manufacturing_or_fab,Unlocking the green opportunity for prefabricated buildings and construction in China,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.resconrec.2018.08.025,,unverified_candidate_source,not_started
cmp_src_0034_metric_001,cmp_src_0034,public_infrastructure_or_methods,Leduc & Wilson (2013),,,,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Infrastructure | Claim/benchmark to verify: Broad public infrastructure yields ~0.8 to 2.0 job-years per $100,000 spent. | Quality note: High (Peer-reviewed academic)",,,https://doi.org/10.1086/663986,,unverified_candidate_source,not_started
cmp_src_0040_metric_001,cmp_src_0040,public_infrastructure_or_methods,"National Travel Survey, 2002-2024: Special Licence Access",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://datacatalogue.ukdataservice.ac.uk/studies/study/7553,,unverified_candidate_source,not_started
cmp_src_0032_metric_001,cmp_src_0032,public_infrastructure_or_methods,Inward Investment and Local Linkages: How Deeply Embedded is “Silicon Glen”?,,,1993,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/00343409312331347655,,unverified_candidate_source,not_started
cmp_src_0021_metric_001,cmp_src_0021,energy_or_utility,Employment benefits of electricity generation: A comparative assessment of lignite and natural gas power plants in Greece,,,2009,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2009.05.015,,unverified_candidate_source,not_started
cmp_src_0012_metric_001,cmp_src_0012,public_infrastructure_or_methods,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.21005482,,unverified_candidate_source,not_started
cmp_src_0031_metric_001,cmp_src_0031,advanced_manufacturing_or_fab,Hyperledger fabric-based consortium blockchain for construction quality information management,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1007/s42524-020-0128-y,,unverified_candidate_source,not_started
cmp_src_0013_metric_001,cmp_src_0013,public_infrastructure_or_methods,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.21005483,,unverified_candidate_source,not_started
cmp_src_0014_metric_001,cmp_src_0014,warehouse_or_logistics,"Artificial intelligence for production, operations and logistics management in modular construction industry: A systematic literature review",,,2024,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.inffus.2024.102423,,unverified_candidate_source,not_started
cmp_src_0015_metric_001,cmp_src_0015,public_infrastructure_or_methods,Assessment and Driving Factors of Embodied Carbon Emissions in the Construction Sector: Evidence from 2005 to 2021 in Northeast China,,,2024,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.3390/su16135681,,unverified_candidate_source,not_started
cmp_src_0016_metric_001,cmp_src_0016,data_centre_benchmark,Automatic reconstruction of as-built building information models from laser-scanned point clouds: A review of related techniques,,,2010,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.autcon.2010.06.007,,unverified_candidate_source,not_started
cmp_src_0018_metric_001,cmp_src_0018,unclear_or_methods_only,"Comparative Socio-Economic, Public Policy, and Political Data,1900-1960",,,1984.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,https://www.icpsr.umich.edu/web/ICPSR/studies/34,,unverified_candidate_source,not_started
cmp_src_0019_metric_001,cmp_src_0019,public_infrastructure_or_methods,"Comprehensive Topographic and Land Use Survey of Areas 1 and 2 at the University of São Paulo, São Carlos Campus, Brazil, Using Metashape and GIS",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21028567,,unverified_candidate_source,not_started
cmp_src_0020_metric_001,cmp_src_0020,public_infrastructure_or_methods,Dataset Impact of IoT-Based Flood Monitoring Applications on User Satisfaction: A Case Study of Flood-Prone Zones in Indonesia.,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21120056,,unverified_candidate_source,not_started
cmp_src_0017_metric_001,cmp_src_0017,public_infrastructure_or_methods,BoneLoss-PAN769: Expert-Annotated Panoramic Radiograph Dataset for Periodontal Bone-Loss Assessment,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,10.5281/zenodo.21114193,,unverified_candidate_source,not_started
cmp_src_0022_metric_001,cmp_src_0022,public_infrastructure_or_methods,Environmental and economic impact assessment of construction and demolition waste disposal using system dynamics,,,2014,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.resconrec.2013.10.015,,unverified_candidate_source,not_started
cmp_src_0024_metric_001,cmp_src_0024,public_infrastructure_or_methods,German Longitudinal Environmental Study (GLEN),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://search.gesis.org/research_data/ZA9085?doi=10.4232/1.14731,,unverified_candidate_source,not_started
cmp_src_0025_metric_001,cmp_src_0025,energy_or_utility,Global monthly catches from tuna fisheries by 5° grid (1950-2024) (FIRMS level 0),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,10.5281/zenodo.21114897,,unverified_candidate_source,not_started
cmp_src_0026_metric_001,cmp_src_0026,energy_or_utility,Global monthly catches from tuna surface fisheries by 1° grid (1958-2024) (FIRMS level 0),,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,10.5281/zenodo.21114518,,unverified_candidate_source,not_started
cmp_src_0027_metric_001,cmp_src_0027,energy_or_utility,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,,,2021,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2020.112031,,unverified_candidate_source,not_started
cmp_src_0028_metric_001,cmp_src_0028,energy_or_utility; public_infrastructure_or_methods,Green jobs? Economic impacts of renewable energy in Germany,,,2012,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2012.04.076,,unverified_candidate_source,not_started
cmp_src_0023_metric_001,cmp_src_0023,public_infrastructure_or_methods,GLAM – The Global Impact Assessment Method – BETA,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.17556692,,unverified_candidate_source,not_started
cmp_src_0029_metric_001,cmp_src_0029,energy_or_utility; public_infrastructure_or_methods,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",,,2017,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.econmod.2016.11.012,,unverified_candidate_source,not_started
cmp_src_0030_metric_001,cmp_src_0030,energy_or_utility,How a Nuclear Power Plant Accident Influences Acceptance of Nuclear Power: Results of a Longitudinal Study Before and After the Fukushima Disaster,,,2012,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1111/j.1539-6924.2012.01861.x,,unverified_candidate_source,not_started
cmp_src_0087_metric_001,cmp_src_0087,unclear_or_methods_only,"Money and Finance After the Crisis. Critical Thinking for Uncertain Times Brett Christophers, Andrew Leyshon and Geoff Mann",,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1093/jeg/lby016,,unverified_candidate_source,not_started
cmp_src_0091_metric_001,cmp_src_0091,advanced_manufacturing_or_fab,Reciprocating air flow for Li-ion battery thermal management to improve temperature uniformity,,,2011,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jpowsour.2011.02.076,,unverified_candidate_source,not_started
cmp_src_0090_metric_001,cmp_src_0090,advanced_manufacturing_or_fab,Progress in Flow Battery Research and Development,,,2011,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1149/1.3599565,,unverified_candidate_source,not_started
cmp_src_0089_metric_001,cmp_src_0089,advanced_manufacturing_or_fab,Power and thermal characterization of a lithium-ion battery pack for hybrid-electric vehicles,,,2006,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jpowsour.2006.01.038,,unverified_candidate_source,not_started
cmp_src_0088_metric_001,cmp_src_0088,advanced_manufacturing_or_fab,Optimized LiFePO[sub 4] for Lithium Battery Cathodes,,,2001,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1149/1.1348257,,unverified_candidate_source,not_started
cmp_src_0084_metric_001,cmp_src_0084,advanced_manufacturing_or_fab,Modeling the Dependence of the Discharge Behavior of a Lithium-Ion Battery on the Environmental Temperature,,,2011,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1149/1.3565179,,unverified_candidate_source,not_started
cmp_src_0086_metric_001,cmp_src_0086,unclear_or_methods_only,Modelling in off-site construction supply chain management: A review and future directions for sustainable modular integrated construction,,,2021,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2021.127503,,unverified_candidate_source,not_started
