triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0025,10.5281/zenodo.21114897,Global monthly catches from tuna fisheries by 5° grid (1950-2024) (FIRMS level 0),2026.0,Zenodo,FIRMS Global Tuna Atlas Technical Working Group,10.5281/zenodo.21114897,10.5281/zenodo.21114897,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0026,10.5281/zenodo.21114518,Global monthly catches from tuna surface fisheries by 1° grid (1958-2024) (FIRMS level 0),2026.0,Zenodo,FIRMS Global Tuna Atlas Technical Working Group,10.5281/zenodo.21114518,10.5281/zenodo.21114518,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0027,10.1016/j.enpol.2020.112031,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,2021,Energy Policy,Federico Dell’Anna,10.1016/j.enpol.2020.112031,https://doi.org/10.1016/j.enpol.2020.112031,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0028,10.1016/j.enpol.2012.04.076,Green jobs? Economic impacts of renewable energy in Germany,2012,Energy Policy,Ulrike Lehr; Christian Lutz; Dietmar Edler,10.1016/j.enpol.2012.04.076,https://doi.org/10.1016/j.enpol.2012.04.076,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0029,10.1016/j.econmod.2016.11.012,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",2017,Economic Modelling,Heidi Garrett-Peltier,10.1016/j.econmod.2016.11.012,https://doi.org/10.1016/j.econmod.2016.11.012,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,method_or_multiplier,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0030,10.1111/j.1539-6924.2012.01861.x,How a Nuclear Power Plant Accident Influences Acceptance of Nuclear Power: Results of a Longitudinal Study Before and After the Fukushima Disaster,2012,Risk Analysis,Vivianne H. M. Visschers; Michael Siegrist,10.1111/j.1539-6924.2012.01861.x,https://doi.org/10.1111/j.1539-6924.2012.01861.x,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,operational_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0031,10.1007/s42524-020-0128-y,Hyperledger fabric-based consortium blockchain for construction quality information management,2020,Frontiers of Engineering Management,Botao Zhong; Haitao Wu; Lieyun Ding; Hanbin Luo; Ying Luo; Xing Pan,10.1007/s42524-020-0128-y,https://doi.org/10.1007/s42524-020-0128-y,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0032,10.1080/00343409312331347655,Inward Investment and Local Linkages: How Deeply Embedded is “Silicon Glen”?,1993,Regional Studies,Ivan Turok,10.1080/00343409312331347655,https://doi.org/10.1080/00343409312331347655,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0033,10.3390/app10186311,IoT-Based Intelligent Construction System for Prefabricated Buildings: Study of Operating Mechanism and Implementation in China,2020,Applied Sciences,Xuetong Wang; Shuiling Wang; Xiangnan Song; Yilong Han,10.3390/app10186311,https://doi.org/10.3390/app10186311,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0034,10.1086/663986,Leduc & Wilson (2013),,final synthesis evidence table,,10.1086/663986,https://doi.org/10.1086/663986,final_synthesis_master_table,"Asset: Infrastructure | Claim/benchmark to verify: Broad public infrastructure yields ~0.8 to 2.0 job-years per $100,000 spent. | Quality note: High (Peer-reviewed academic)",invalid,11,appears in final synthesis evidence table; citation audit invalid; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,construction_jobs; capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0035,10.1016/j.ecolind.2016.09.023,Life-cycle carbon emission assessment and permit allocation methods: A multi-region case study of China’s construction sector,2017,Ecological Indicators,Xiaocun Zhang; Fenglai Wang,10.1016/j.ecolind.2016.09.023,https://doi.org/10.1016/j.ecolind.2016.09.023,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0036,10.15128/r1sq87bt72t,Multi-criteria decision-making and uncertainty analyses of off-grid hybrid renewable energy systems for an island community [dataset],2025.0,Durham University,"Roy, Dibyendu; Taghavifar, Hadi; Vijayalakshmi, Shivaprasad K; Wang, Yaodong; Das, Barun K.; Roskilly, Anthony P",10.15128/r1sq87bt72t,https://researchdata.durham.ac.uk/files/r1sq87bt72t,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0037,10.3886/e250288,NUOnet (Nutrient Use and Outcome Network) database,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Department of Agriculture; National Agricultural Library,10.3886/e250288,https://www.datalumos.org/datalumos/project/250288/view,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0038,10.3886/e250288v1,NUOnet (Nutrient Use and Outcome Network) database,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Department of Agriculture; National Agricultural Library,10.3886/e250288v1,https://www.datalumos.org/datalumos/project/250288/version/V1/view,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0039,10.5255/ukda-sn-7804-1,"National Travel Survey, 1995-2001: Special Licence Access",2022.0,UK Data Service,Department for Transport,10.5255/ukda-sn-7804-1,https://datacatalogue.ukdataservice.ac.uk/studies/study/7804,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0040,10.5255/ukda-sn-7553-14,"National Travel Survey, 2002-2024: Special Licence Access",2026.0,UK Data Service,Department for Transport,10.5255/ukda-sn-7553-14,https://datacatalogue.ukdataservice.ac.uk/studies/study/7553,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0041,10.1108/ecam-07-2020-0583,Offsite construction in the Australian low-rise residential buildings application levels and procurement options,2021,"Engineering, Construction and Architectural Management",Tong Lin; Sainan Lyu; Rebecca Jing Yang; Linda Tivendale,10.1108/ecam-07-2020-0583,https://doi.org/10.1108/ecam-07-2020-0583,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0042,10.1016/j.apenergy.2013.09.015,"Optimal sizing, operating strategy and operational experience of a stand-alone microgrid on Dongfushan Island",2014,Applied Energy,Bo Zhao; Xuesong Zhang; Peng Li; Ke Wang; Meidong Xue; Caisheng Wang,10.1016/j.apenergy.2013.09.015,https://doi.org/10.1016/j.apenergy.2013.09.015,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0043,10.1016/j.renene.2016.03.065,Optimisation of PV-wind-diesel-battery stand-alone systems to minimise cost and maximise human development index and job creation,2016,Renewable Energy,Rodolfo Dufo-López; Iván R. Cristóbal-Monreal; José M. Yusta,10.1016/j.renene.2016.03.065,https://doi.org/10.1016/j.renene.2016.03.065,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab; energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0044,10.1016/j.enpol.2009.10.044,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,2010,Energy Policy,Max Wei; Shana Patadia; Daniel M. Kammen,10.1016/j.enpol.2009.10.044,https://doi.org/10.1016/j.enpol.2009.10.044,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0045,10.5281/zenodo.20721171,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",2026.0,Zenodo,"Kramarz, Francis; Nevoux, Sandra; Vieira, Nathan",10.5281/zenodo.20721171,https://zenodo.org/doi/10.5281/zenodo.20721171,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0046,10.5281/zenodo.21113460,"Replication data for ""Observational uncertainty is the primary source of climate uncertainty in impacts projections""",2026.0,Zenodo,"Schwarzwald, Kevin; Lenssen, Nathan; Bearpark, Tom; Bonanno, Alia; Horton, Radley; Wagner, Gernot",10.5281/zenodo.21113460,10.5281/zenodo.21113460,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0047,10.3886/icpsr39247.v1,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Jensen, Michael; LaFree, Gary",10.3886/icpsr39247.v1,https://www.icpsr.umich.edu/web/NACJD/studies/39247/versions/V1,datasets,construction employment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0048,10.1016/j.resourpol.2022.102563,"Role of green finance, volatility and risk in promoting the investments in Renewable Energy Resources in the post-covid-19",2022,Resources Policy,Zeyun Li; Tsung-Hsien Kuo; Wei Siao-Yun; Luu The Vinh,10.1016/j.resourpol.2022.102563,https://doi.org/10.1016/j.resourpol.2022.102563,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0049,10.5285/522309f8-59b1-4982-85df-cb3171c2a062,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",2021.0,NERC Environmental Information Data Centre,"Horan, R.; Keller, V.D.J.; Wable, P.S.; Baron, H.E.; Houghton-Carr, H.A.; Rees, H.G.",10.5285/522309f8-59b1-4982-85df-cb3171c2a062,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods; data_centre_benchmark,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0050,10.5281/zenodo.17729853,Table 5 - 1 in Preliminary Environmental and Social Impact Assessment 100 MW Solar PV Plant by Navoi in Uzbekistan,2020.0,World Bank (WB),"McAlister, Greg; Cuthbert, Dr Brian; Bell, Iain",10.5281/zenodo.17729853,https://zenodo.org/doi/10.5281/zenodo.17729853,datasets,jobs per million investment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,capex; capacity_mw,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0051,10.5281/zenodo.21115309,The Financial Consequences of Populism: Evidence on Financial Inclusion and Financialization,2026.0,Zenodo,"Paun, Cristian-Valeriu; Șimandan, Radu; Dănescu, Florin",10.5281/zenodo.21115309,10.5281/zenodo.21115309,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0052,10.1016/j.econedurev.2018.09.001,The economic impact of universities: Evidence from across the globe,2019,Economics of Education Review,Anna Valero; John Van Reenen,10.1016/j.econedurev.2018.09.001,https://doi.org/10.1016/j.econedurev.2018.09.001,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0053,10.1016/j.resconrec.2018.08.025,Unlocking the green opportunity for prefabricated buildings and construction in China,2018,"Resources, Conservation and Recycling",Yuan Chang; Xiaodong Li; Eric Masanet; Lixiao Zhang; Zhiye Huang; Robert Ries,10.1016/j.resconrec.2018.08.025,https://doi.org/10.1016/j.resconrec.2018.08.025,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0054,10.1149/1.2113792,A General Energy Balance for Battery Systems,1985,Journal of The Electrochemical Society,D. Bernardi; E. Pawlikowski; J. Newman,10.1149/1.2113792,https://doi.org/10.1149/1.2113792,verified_sources,,,10,has DOI; asset-class keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
cmp_src_0055,10.1149/1.1836378,A Polymer Electrolyte‐Based Rechargeable Lithium/Oxygen Battery,1996,Journal of The Electrochemical Society,K. M. Abraham; Z. Jiang,10.1149/1.1836378,https://doi.org/10.1149/1.1836378,verified_sources,,,10,has DOI; asset-class keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
cmp_src_0056,10.1016/j.ijproman.2015.09.004,A financial decision making framework for construction projects based on 5D Building Information Modeling (BIM),2016,International Journal of Project Management,Qiqi Lu; Jongsung Won; Jack C.P. Cheng,10.1016/j.ijproman.2015.09.004,https://doi.org/10.1016/j.ijproman.2015.09.004,verified_sources,,,10,has DOI; employment/capex/normalisation keywords found; authoritative or scholarly source hint,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,medium,True,verify cited benchmark and extract metric/page
